Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
t1,0.2915975568699194,5.573729331684832,0.0,0.0,0.0,0.0,0.0,27.08982473189237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262872641866209,32.56482752335735,0.0,0.0,0.0,0.0,0.0,0.0,2.8013031157072477,0.0,0.0,0.0,79686.78395108333,0.0,0.0,0.0,0.0,0.0,0.0,0.0009859735910337042,0.0,0.0,0.0,0.0,0.0,0.0,0.0018585689530943679,0.0,0.0,0.0,0.0,0.0,0.0,0.0009884393735064038,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.28724783684532523,5.127719509296105,0.0,0.0,0.0,0.0,0.0,24.558379762681582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243672634370981,29.53632487349096,0.0,0.0,0.0,0.0,0.0,0.0,2.801303212487688,0.0,0.0,0.0,79677.63647826666,0.0,0.0,0.0,0.0,0.0,0.0,0.0009860699183276808,0.0,0.0,0.0,0.0,0.0,0.0,0.0018297569747263143,0.0,0.0,0.0,0.0,0.0,0.0,0.0009885362266203596,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.28391217118762496,4.850636942557658,0.0,0.0,0.0,0.0,0.0,23.860730572915795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289719559681107,28.89319049566636,0.0,0.0,0.0,0.0,0.0,0.0,2.8013033092263235,0.0,0.0,0.0,79665.24891997741,0.0,0.0,0.0,0.0,0.0,0.0,0.0009861662443528822,0.0,0.0,0.0,0.0,0.0,0.0,0.0018080736048225084,0.0,0.0,0.0,0.0,0.0,0.0,0.0009886330802583113,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.2810823769646014,4.629566740540262,0.0,0.0,0.0,0.0,0.0,23.677655140748175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2165027110890196,28.933409980855444,0.0,0.0,0.0,0.0,0.0,0.0,2.8013034059290023,0.0,0.0,0.0,79662.27786875462,0.0,0.0,0.0,0.0,0.0,0.0,0.000986262567945391,0.0,0.0,0.0,0.0,0.0,0.0,0.0017900845813805352,0.0,0.0,0.0,0.0,0.0,0.0,0.0009887299325861568,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.27856778698451545,4.4231303056265885,0.0,0.0,0.0,0.0,0.0,23.59465622547523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2054196985555858,29.10081514932286,0.0,0.0,0.0,0.0,0.0,0.0,2.801303502599589,0.0,0.0,0.0,79653.82124990315,0.0,0.0,0.0,0.0,0.0,0.0,0.0009863588884614566,0.0,0.0,0.0,0.0,0.0,0.0,0.0017742345045338639,0.0,0.0,0.0,0.0,0.0,0.0,0.000988826782938731,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.2762726771020244,4.196851641313807,0.0,0.0,0.0,0.0,0.0,23.20303249464809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1952970104273841,28.850730944047744,0.0,0.0,0.0,0.0,0.0,0.0,2.8013035992420914,0.0,0.0,0.0,79650.47432760573,0.0,0.0,0.0,0.0,0.0,0.0,0.0009864552037569428,0.0,0.0,0.0,0.0,0.0,0.0,0.0017590071790846349,0.0,0.0,0.0,0.0,0.0,0.0,0.0009889236297533968,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.2741418784225087,3.9389127625147418,0.0,0.0,0.0,0.0,0.0,22.675450396077274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.185895858803354,28.43720700796057,0.0,0.0,0.0,0.0,0.0,0.0,2.801303695860708,0.0,0.0,0.0,79646.99940807493,0.0,0.0,0.0,0.0,0.0,0.0,0.0009865515178379945,0.0,0.0,0.0,0.0,0.0,0.0,0.001744736290845977,0.0,0.0,0.0,0.0,0.0,0.0,0.0009890204763188467,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.27213995006252195,3.6295248395014075,0.0,0.0,0.0,0.0,0.0,22.058212551876696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1770618657000091,27.935589316591184,0.0,0.0,0.0,0.0,0.0,0.0,2.8013037924596866,0.0,0.0,0.0,79645.47765158533,0.0,0.0,0.0,0.0,0.0,0.0,0.000986647830371276,0.0,0.0,0.0,0.0,0.0,0.0,0.0017315070226584066,0.0,0.0,0.0,0.0,0.0,0.0,0.000989117320839296,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.27031491018393816,3.9314509548491308,0.0,0.0,0.0,0.0,0.0,23.875690325111478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1699126321590703,30.21122739060625,0.0,0.0,0.0,0.0,0.0,0.0,2.801303889043964,0.0,0.0,0.0,79645.4289159749,0.0,0.0,0.0,0.0,0.0,0.0,0.0009867441433370622,0.0,0.0,0.0,0.0,0.0,0.0,0.0017196344351131528,0.0,0.0,0.0,0.0,0.0,0.0,0.0009892141639251742,0.0,0.0,0.0,0.0,0.0,0.0
