Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,9.770769449210851,0.0,0.0,0.0,0.3539064405093834,0.0,0.0,0.0,3.0351427707057788,0.0,0.0,0.0,0.0,42.32415133767585,0.0,0.0,9.094257352632765,0.0,0.0,0.0,9.28160196351347,0.0,0.0,0.0,0.0,0.0,12.364642259861892,99.6836517590038,0.0,0.0,0.0,0.0,0.0,25.58019443568723,54.05506016206544,0.0,0.0,0.0,0.0,0.0,36.97799355026991,103.93090324274938,0.0,0.0,0.0,0.0,0.0,38.40520658401716,89.70220859606276,534.5596899039657
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42137818449646747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.649299998296854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.68819379761466,0.0,0.0,0.0,0.0,0.0,0.0,64.6876752888945,0.0,0.0,0.0,0.0,0.0,0.0,124.27510131362895,0.0,0.0,0.0,0.0,0.0,0.0,128.48378845425188,487.2054370371833
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43756198391866286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2976499982779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.24663082829215,0.0,0.0,0.0,0.0,0.0,0.0,66.79289548508451,0.0,0.0,0.0,0.0,0.0,0.0,127.74163133635501,0.0,0.0,0.0,0.0,0.0,0.0,131.89637247697107,502.4127421088993
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471523835693313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.79614999826113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.94792684647193,0.0,0.0,0.0,0.0,0.0,0.0,68.70673203582228,0.0,0.0,0.0,0.0,0.0,0.0,129.30156984658345,0.0,0.0,0.0,0.0,0.0,0.0,134.96769809741974,513.1672292081279
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44595358361157555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.21972499824516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.6102648442012,0.0,0.0,0.0,0.0,0.0,0.0,70.52487675559954,0.0,0.0,0.0,0.0,0.0,0.0,127.74163133635419,0.0,0.0,0.0,0.0,0.0,0.0,138.03902371786788,517.5814752358796
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45194758339390706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16777499822332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.29857485556155,0.0,0.0,0.0,0.0,0.0,0.0,73.01286426587399,0.0,0.0,0.0,0.0,0.0,0.0,128.78159034317338,0.0,0.0,0.0,0.0,0.0,0.0,141.28097853944845,527.9937305856746
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45973978311044306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.692249998217264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.49337787033122,0.0,0.0,0.0,0.0,0.0,0.0,73.68270705657689,0.0,0.0,0.0,0.0,0.0,0.0,131.55481436135568,0.0,0.0,0.0,0.0,0.0,0.0,141.9634953439964,534.8463844135879
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4651343829152624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.842099998215495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0128568805581,0.0,0.0,0.0,0.0,0.0,0.0,73.87409071084296,0.0,0.0,0.0,0.0,0.0,0.0,132.94142637044698,0.0,0.0,0.0,0.0,0.0,0.0,140.76909093604576,536.9046992790245
t8,0.0,0.0,0.0,0.0,0.0,0.0,4.1778179987522135,0.0,0.0,0.0,0.46753198282856556,0.0,0.0,0.0,1.3396589987765242,0.0,0.0,0.0,0.0,56.19374999823381,0.0,0.0,4.638157198656609,0.0,0.0,0.0,4.225769998751831,0.0,0.0,0.0,0.0,0.0,5.457537101184388,131.68818088510403,0.0,0.0,0.0,0.0,0.0,13.046140919333943,71.76887051160799,0.0,0.0,0.0,0.0,0.0,15.811173095414501,134.67469138180965,0.0,0.0,0.0,0.0,0.0,17.485297305647794,137.35650691332205,598.3310842894239
