Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
t1,0.20655433540375773,5.67226712026487,0.0,0.0,0.0,0.0,0.0,31.797779028839354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2642689246595176,38.07461804260877,0.0,0.0,0.0,0.0,0.0,0.0,4.073464321872357,0.0,0.0,0.0,0.000772477427175988,0.0,0.0,0.0,0.0,0.0,0.0,0.0007467361454009407,0.0,0.0,0.0,0.0,0.0,0.0,0.0029725595609590657,0.0,0.0,0.0,0.0,0.0,0.0,79225.60846529223,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.20655462272410038,5.256381023494827,0.0,0.0,0.0,0.0,0.0,29.2819697964384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2457944740797526,35.204249963978576,0.0,0.0,0.0,0.0,0.0,0.0,4.007692342265365,0.0,0.0,0.0,0.0007727693422189308,0.0,0.0,0.0,0.0,0.0,0.0,0.0007469722691433104,0.0,0.0,0.0,0.0,0.0,0.0,0.002918525578962656,0.0,0.0,0.0,0.0,0.0,0.0,78719.81026073164,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.20655490927042175,4.9639352120900035,0.0,0.0,0.0,0.0,0.0,27.44183967279716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2315526294059282,33.27537073407217,0.0,0.0,0.0,0.0,0.0,0.0,3.956854443654066,0.0,0.0,0.0,0.0007730613120626739,0.0,0.0,0.0,0.0,0.0,0.0,0.0007472191414987762,0.0,0.0,0.0,0.0,0.0,0.0,0.002877173945493513,0.0,0.0,0.0,0.0,0.0,0.0,78266.11274135837,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.20655519548522466,4.718573246704988,0.0,0.0,0.0,0.0,0.0,25.86049662564052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219424026674844,31.61563415860861,0.0,0.0,0.0,0.0,0.0,0.0,3.9134781215578207,0.0,0.0,0.0,0.0007733533285421782,0.0,0.0,0.0,0.0,0.0,0.0,0.0007474656317008782,0.0,0.0,0.0,0.0,0.0,0.0,0.0028391922708255897,0.0,0.0,0.0,0.0,0.0,0.0,77873.25070991168,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.20655548151829234,4.487699934780447,0.0,0.0,0.0,0.0,0.0,24.32869702052155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208615652391014,30.005967165486624,0.0,0.0,0.0,0.0,0.0,0.0,3.874756082657034,0.0,0.0,0.0,0.0007736453776743023,0.0,0.0,0.0,0.0,0.0,0.0,0.0007477092131608863,0.0,0.0,0.0,0.0,0.0,0.0,0.0028068678118139553,0.0,0.0,0.0,0.0,0.0,0.0,77544.01121672645,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.20655576742300324,4.250197051651196,0.0,0.0,0.0,0.0,0.0,22.711429358333653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198731136218664,28.359835276684304,0.0,0.0,0.0,0.0,0.0,0.0,3.8392868626648085,0.0,0.0,0.0,0.0007739374487792608,0.0,0.0,0.0,0.0,0.0,0.0,0.0007479487148718076,0.0,0.0,0.0,0.0,0.0,0.0,0.00277857358323664,0.0,0.0,0.0,0.0,0.0,0.0,77314.71187708729,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.20655605321280726,3.9837250059540987,0.0,0.0,0.0,0.0,0.0,20.81363924996309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1895363530252607,26.514571080605773,0.0,0.0,0.0,0.0,0.0,0.0,3.806232132801646,0.0,0.0,0.0,0.0007742295259293396,0.0,0.0,0.0,0.0,0.0,0.0,0.0007481861533476699,0.0,0.0,0.0,0.0,0.0,0.0,0.002753600027684553,0.0,0.0,0.0,0.0,0.0,0.0,77158.37621748976,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.20655633889900185,3.6746685516124606,0.0,0.0,0.0,0.0,0.0,18.985956047891978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1808849701442592,24.909520703312676,0.0,0.0,0.0,0.0,0.0,0.0,3.7751289963441175,0.0,0.0,0.0,0.0007745216376449994,0.0,0.0,0.0,0.0,0.0,0.0,0.0007484039986874125,0.0,0.0,0.0,0.0,0.0,0.0,0.002730315484958737,0.0,0.0,0.0,0.0,0.0,0.0,77094.34885934099,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.20655662451742093,3.981455588004381,0.0,0.0,0.0,0.0,0.0,20.804177315900642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174419134858105,27.1862259678588,0.0,0.0,0.0,0.0,0.0,0.0,3.760635594123842,0.0,0.0,0.0,0.0007748137996337625,0.0,0.0,0.0,0.0,0.0,0.0,0.0007486450212330335,0.0,0.0,0.0,0.0,0.0,0.0,0.002713749815387705,0.0,0.0,0.0,0.0,0.0,0.0,77094.25206391622,0.0,0.0,0.0,0.0,0.0,0.0
