Line,1,2,3,4,5,Total
AnnualSum,249.98593234284334,20.827853865527796,-54.33802745155964,-99.71403061933879,7.704090279951075,124.46581841742379
t1,264.58781367569935,23.52330748848063,-48.943640828607194,-105.71031220745147,1.2979288568108607,134.75509698493218
t2,254.9684111919975,20.509237147717975,-54.9102269486919,-102.2982561451827,7.633288275401963,125.90245352124283
t3,250.2004747533253,24.78206326228648,-53.27743000414185,-97.41214194375671,8.2372738097285,132.53023987744174
t4,241.85460614510203,29.924579427564826,-49.83716207269613,-89.90371771609226,8.158254393037005,140.19656017691545
t5,234.3023617335931,31.247556394092374,-47.1655381255364,-82.6509166872355,8.188309446987455,143.92177276190105
t6,224.69069225579867,37.7365280465979,-42.95298283659168,-67.16926687320007,8.903930351698667,161.2089009443035
t7,217.82659833097355,42.76801163378381,-39.90100274573656,-55.16480690925823,9.497669833377278,175.02647014313985
t8,213.08514483050647,42.01002737591695,-38.808041910989324,-53.41334712817571,8.716537597189603,171.590320764448
t9,204.40755836938382,33.00453427097991,-37.61896115945221,-58.20755910462976,7.441657692716012,149.0272300689978
t10,203.59203274067508,19.900411806002346,-39.77267067063532,-62.460657561312715,7.459326264298176,128.71844257902757
t11,196.29631935954413,19.89130912390133,-37.612206773253696,-54.185621546622116,7.973352710925505,132.36315287449514
t12,198.35571989304322,14.985483394671284,-39.14189413328312,-58.25945528590166,7.869678294247647,123.80953216277737
t13,206.26622259104897,11.742680802839569,-42.14360167697511,-71.70539405194003,6.790803334539301,110.95071099951272
t14,211.18526912890678,10.58927465308389,-43.818966553569304,-83.74585059251794,5.653646826548242,99.86337346245166
t15,216.750612130693,10.791505349304794,-45.49413196698895,-90.40956355389396,5.477465085896056,97.11588704501095
t16,217.33674521508175,16.513884066622495,-44.553138353343485,-88.86898774859104,5.520509942714015,105.94901312248373
t17,220.7593305449205,23.162493411214445,-44.24063983710032,-89.44640029587568,5.475869408636941,115.7106532317959
t18,221.58532415121647,33.5905460804266,-42.46159187677101,-82.36539711118641,6.011759536691752,136.36064078037742
t19,220.47638180778097,38.94310142491381,-40.875457508761485,-77.95317224437791,6.581284419320766,147.17213789887614
t20,220.88941778377088,39.731461517924195,-40.73222273882641,-77.23391070939478,6.573635763852647,149.22838161732656
t21,221.58638624048152,39.14500835174133,-40.92441077866941,-75.20757207399,6.889029717319542,151.48844145688298
t22,235.9121277561253,30.908549854351147,-46.93084043213862,-91.29190233688561,6.614652288221857,135.21258712967406
t23,250.2100568606531,22.393504050522274,-53.01371579076351,-110.43759492592194,5.783852243961925,114.93610243845188
t24,254.46984541392598,20.31323284566786,-54.750772121946994,-114.83536067500974,5.688194724427642,110.88514018706474
t25,254.54045170251905,21.06892906385735,-54.670529615559055,-111.56084320029595,6.192865298087391,115.57087324860876
t26,252.64584391332056,22.425115532304076,-53.86783168871161,-107.5206771026955,6.549628328325624,120.23207898254313
t27,249.80647824802244,24.3560442152942,-52.699260434571535,-101.7324235099296,7.048507129438348,126.77934564825385
t28,242.96228043198087,29.301240842735393,-49.71505293773501,-91.66464666946503,7.539468083898893,138.4232897514151
t29,232.79744786527706,35.84830566462788,-45.35677140240809,-78.09819027716635,8.02871786815461,153.21950971848509
t30,222.78621208426793,42.467868050769766,-41.06941353505673,-64.64210016176978,8.487089598598283,168.0296560368095
t31,217.03216690234063,46.48329269333192,-38.66181519060708,-54.35328721371236,9.169882205879581,179.67023939723268
t32,212.53579825349942,44.12614029684877,-37.99064508104503,-54.782861956714825,8.422888398501014,172.3113199110893
t33,207.4055078902088,34.07757236049361,-38.249666618291215,-64.0060069410907,7.176447895508509,146.40385458682903
t34,210.22291277080154,22.13287919751624,-41.40480688624004,-75.6818611046391,6.638836826311548,121.9079608037502
t35,209.03072115003192,16.270907743684976,-42.12854196549305,-78.53044801314735,6.572679322917922,111.21531823799442
t36,219.9035161318462,7.549231901292345,-46.934200658274875,-95.98351079898312,5.691581923516195,90.22661849939676
t37,236.763932597187,-1.4596192453815033,-53.734402683165975,-118.10518103145533,4.801173920630022,68.26590355781421
t38,248.46791250917707,-5.752794847379851,-58.20737204332936,-129.68750627715974,4.709714408331315,59.52995374963945
t39,264.8574177395066,-9.80999405849132,-64.50417149703769,-132.7519782469644,6.564293349217769,64.35556728623095
t40,278.04720285958894,-10.1581042616368,-69.11141012771985,-131.38992567889505,8.495880965277715,75.88364375661492
t41,283.44636766366057,-3.7419932418195185,-69.74476567056075,-129.78278625303435,9.032526590364375,89.20934908861034
t42,281.60736338185376,6.256594496974606,-67.18270214556654,-123.85230784364649,9.084228748329338,105.9131766379447
t43,280.25854640555735,8.769011112590379,-65.8433332410725,-126.12794090994434,8.620541761672973,105.67682512880383
t44,279.2534978959386,9.800979805427732,-65.19491364595903,-128.5165903645028,7.9640943668604605,103.30706805776497
t45,275.20739982144227,12.34599287363805,-63.24929828266776,-127.14053481370047,7.422575721922412,104.58613532063453
t46,280.05169523699067,10.927698382358008,-65.11352079070626,-130.95315708565576,7.425841082573121,102.33855682555976
t47,289.72476149784836,5.3460759240045,-69.34056042190038,-143.79650832958006,6.76735483555594,88.70112350592835
t48,289.9397997256579,5.269114588033961,-69.35636339155526,-146.62709123208194,6.224963712158647,85.45042340221335
t49,284.95353670485815,8.012034656245923,-67.16043140281622,-140.47037725797813,6.420917331267504,91.75568003157724
t50,280.24435579806493,10.751323129403918,-65.11648132661419,-136.01268105287951,6.382278900147527,96.2487954481227
t51,273.1893192210969,14.404464366744067,-62.18113293898906,-126.10894702423137,6.926554005313232,106.23025762993382
t52,260.3648883311131,22.209671980681062,-56.62977189277601,-107.75452289005409,7.821233030689051,126.01149855965309
t53,249.1203539260065,27.859837642096796,-52.00158720688765,-93.0977852050351,8.395621680205648,140.2764408363862
t54,235.9015289731005,35.01562658532831,-46.48492742325352,-79.45913406972976,8.451068128161015,153.42416219360655
t55,224.7820210287424,39.687733028417135,-42.13116438923895,-71.42586039367188,8.116373910956227,159.02910318520492
t56,218.17769817597025,37.386796148287324,-40.77427291156977,-71.40319063766286,7.173267024133213,150.56029779915815
t57,216.90440191877147,24.24839615657793,-42.883197450753634,-78.0172692337434,6.948164585779887,127.20049597663225
t58,231.87294248626694,4.814927814504354,-51.11391677851885,-105.01755129450493,5.9411362903663365,86.49753851811386
t59,233.2145685977014,-1.6176066055494451,-52.630334273521996,-111.84336711877297,5.440409827380942,72.56367042723795
t60,239.390833771309,-6.8987357610962885,-55.491053595288896,-117.86774518667,5.561972357295443,64.69527158554926
t61,255.06275639597692,-15.763891128614773,-62.20230138433635,-135.15074321542647,5.384530547951038,47.33035121555036
t62,269.45454521875973,-19.864632857632095,-67.77004996596781,-146.12293649953486,5.669964618487689,41.36689051411265
t63,272.5405058859977,-13.73497462991071,-67.75332537072168,-140.1423645850744,6.576403459051398,57.48624475934228
t64,278.81384053202765,-6.934445686919102,-68.71856293137193,-137.49394642835443,7.304563141532973,72.97144862691515
t65,280.5779490008926,6.472961850970918,-66.95094805019426,-130.09980686302444,7.852337921688163,97.852493860333
t66,277.1779833288417,22.18424217980425,-62.89955158992108,-116.98689897883189,8.54007665214789,128.0158515920409
t67,277.65927984897235,25.13614642382913,-62.16693037510654,-115.24950564089372,8.774118879038907,134.1531091358401
t68,275.9099114100982,23.51345340123008,-61.66857935886945,-116.68017788829245,8.30759731443005,129.3822048785964
t69,270.8524378241916,24.942858677343605,-59.57403304952514,-112.54832340285957,8.130939252377082,131.8038793015276
t70,272.1409472804964,21.09496895207801,-60.48299220636655,-120.73835102975298,7.100480945185431,119.11505394164033
t71,286.8517303423505,8.759097597139796,-67.3816370468232,-147.11339533093732,5.217413353023224,86.33320891475297
t72,291.97711041623876,5.596182067355968,-69.59356871252125,-154.30920900032078,4.768280414960295,78.43879518571303
t73,289.51800985910677,8.800593910700613,-68.33914286591765,-145.06553052285022,5.862055813423367,90.77598619446287
t74,287.73707677099287,11.770635991032506,-67.38794063021534,-135.88968377633935,7.0195475966355305,103.24963595210625
t75,284.7466499606055,15.336862107000476,-65.9464616427468,-125.57358452641907,8.157086486706078,116.72055238514619
t76,275.6767264595921,21.757891269912374,-61.91268446846948,-114.75767076964033,8.391635412400808,129.15589790379545
t77,261.74068855557886,27.70968611080381,-56.282677433504176,-101.94677728110136,8.328964879092762,139.5498848308699
t78,251.90302592514573,31.387593356315822,-52.512125787054224,-91.22792317140987,8.59435037408118,148.14492069707862
t79,241.2669854717761,35.736619954268164,-48.35969994784127,-78.50982894584304,8.982774626691844,159.11685115905178
t80,236.66343883267086,32.02579751904255,-47.76736371115239,-74.0832795868407,8.994258655567988,155.83285170928832
t81,233.68951485535365,20.16947069047177,-48.90227982234223,-76.70307126811738,9.007694643805426,137.26132909917123
t82,235.57720663116024,8.111632089735174,-51.76315505826721,-83.95689672524908,8.961643399088661,116.93043033646777
t83,226.8694538582833,5.946633492873481,-49.35770644299537,-81.108180202765,8.505101964896257,110.85530267029264
t84,234.1132343085635,-0.23801476158065576,-52.78974572921418,-91.67751864470647,8.200277768853075,97.60823294191528
t85,247.70431360857913,-7.1374026039322125,-58.4507422056276,-111.17837326401657,7.357148534643883,78.29494406964665
t86,259.1553682350511,-11.019861178682936,-62.988644248268955,-124.04621664506429,7.14093424021798,68.24158040325293
t87,267.55177952995933,-10.076271081221373,-65.68437245139201,-130.70198244269466,7.153856504341265,68.24301005899258
t88,273.8457911000561,-5.2364172568805385,-67.03186776396511,-133.6098215218856,7.168473170926124,75.13615772825094
t89,276.19617586624423,6.021034174015722,-65.92565080356775,-126.09261817406994,7.897342339197382,98.09628340181963
t90,277.5276850515411,19.206376665544898,-64.14905219480269,-111.16217094822653,9.591264493932488,131.01410306798925
t91,272.63393303294333,26.759472748056144,-60.814671264656376,-100.85542776678152,10.22008953211381,147.94339628167543
t92,266.7174656711834,30.652626660527616,-58.023284773174524,-94.75169266574905,10.074291518799965,154.66940641158743
t93,260.12590051634606,33.393715876886745,-55.17798938580496,-88.98122549765576,9.827541000161482,159.18794250993358
t94,268.7171276320124,26.39024157205734,-59.21383861384904,-101.90467035373871,9.245795733222588,143.2346559697046
t95,281.7164016690498,17.41231847272327,-65.21160459069034,-114.02984908206552,9.480912635088849,129.36817910410602
t96,285.0561910685401,15.373763326465973,-66.73574661731374,-115.37787277463784,9.788396509762869,128.10473151281735
t97,285.0173467391686,14.631758141482669,-66.83830875579586,-117.48770683268681,9.48543787982184,124.80852717199045
t98,281.6055398098804,13.39549759698091,-65.8349230082873,-121.22713374972697,8.53212230596,116.47110295480702
t99,273.8831312000759,15.801085317630008,-62.75020386764249,-120.93390698933287,7.468449100834097,113.46855476156466
t100,267.02742471273785,20.281151270589397,-59.79065053871338,-112.28623033965289,7.773859781383296,123.0055548863443
t101,251.39888831333707,32.211133087341196,-52.63178133501865,-86.96349772872712,9.025655329598136,153.04039766653062
t102,243.4505928343953,38.01366030634054,-49.14734829557596,-72.78813541543254,9.843857288984088,169.37262671871147
t103,233.01485656857858,43.224019148088274,-44.873244824519624,-63.88373648047462,9.627761746624394,177.10965615829699
t104,223.4469505677201,41.32637507041996,-42.14680340419509,-62.175223963530826,8.519947176368683,168.97124544678283
t105,213.41350014934784,31.90769904671658,-40.458219221958764,-71.57468170659932,6.6155867626534315,139.90388503015976
t106,214.37260113202188,23.231465453999245,-42.437895269686656,-86.10196838800314,5.168252210984027,114.23245513931535
t107,209.30960390394773,19.869164731177285,-41.40108664885287,-90.08229335317222,4.2062781929638335,101.90166682606376
t108,222.44841482568253,7.358698356575068,-47.7567552441985,-104.75306325970838,4.313469903691404,81.61076458204212
t109,240.9249877708946,-4.164323985538154,-55.8280436801417,-123.69077503423286,4.437557908415932,61.67940297939784
t110,255.25344649744602,-10.152913154628807,-61.690866077592275,-127.24295415991766,6.114629111548204,62.28134221685547
t111,265.64617878710925,-8.778481189014137,-65.01138082249518,-127.55759846350023,7.3319166707591945,71.63063498285888
