Segment,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0
AnnualSum,2.6501301625199683e-11,2.95752129015483e-11,4.978763304392864e-11,1.572851653952323e-10,2.652257118450797e-11,2.9601493435707587e-11,4.9862160240319493e-11,1.5803288039914931e-10,2.6501281978851947e-11,2.9575221256132066e-11,4.978758794664732e-11,1.5728483131632025e-10,2.6501272922384306e-11,2.957518642975065e-11,4.9787493960741715e-11,1.5728413778735453e-10,1.053465431823776e-9
t1,2.6530276920141986e-11,2.961123660240504e-11,4.9889403024851155e-11,1.5828393323047323e-10,2.6551939278313553e-11,2.963830236754857e-11,4.99662738941157e-11,1.5906089906303592e-10,2.6530254133438905e-11,2.9611247631604333e-11,4.9889356205175655e-11,1.5828360836793987e-10,2.6530228530864875e-11,2.9611213477154403e-11,4.988926214726627e-11,1.5828294871329252e-10,1.058160383587622e-9
t2,2.653027265368669e-11,2.961123485418532e-11,4.9889393797632216e-11,1.5828393156546108e-10,2.6551892675263605e-11,2.963829935410958e-11,4.996627368014898e-11,1.5906088833881836e-10,2.6530251284785955e-11,2.961124331478494e-11,4.9889348731094505e-11,1.5828360756432745e-10,2.653022783222248e-11,2.9611209992687396e-11,4.988925762968209e-11,1.5828293187702219e-10,1.0581602651459128e-9
t3,2.6530269026426625e-11,2.9611233313508104e-11,4.9889385435808935e-11,1.5828392044214224e-10,2.6551883100782913e-11,2.963829526259921e-11,4.996627271258044e-11,1.590608722302992e-10,2.6530247919904856e-11,2.9611239821941845e-11,4.988934156743569e-11,1.5828359322299333e-10,2.6530225653241427e-11,2.9611206201133095e-11,4.988925189127958e-11,1.5828289958473749e-10,1.058160137386815e-9
t4,2.653026558447017e-11,2.9611232432589794e-11,4.9889377551991185e-11,1.5828390083392544e-10,2.6551898687341266e-11,2.963829090615862e-11,4.9966273257348765e-11,1.59060854090003e-10,2.6530244680111757e-11,2.9611237066670723e-11,4.988933532370163e-11,1.5828357199169093e-10,2.6530223262629725e-11,2.961120293482854e-11,4.9889246784941106e-11,1.582828643119802e-10,1.0581600197003829e-9
t5,2.65302629231649e-11,2.9611231499924176e-11,4.9889372280620765e-11,1.582838893719976e-10,2.655192207011427e-11,2.9638287109317405e-11,4.9966274096832345e-11,1.5906083722139634e-10,2.6530241194492074e-11,2.961123441959711e-11,4.988932856732038e-11,1.5828353867398892e-10,2.6530220701560844e-11,2.9611199580813296e-11,4.988924090711135e-11,1.5828281349013412e-10,1.0581598941083858e-9
t6,2.6530258101029318e-11,2.961123140949319e-11,4.988936298556322e-11,1.5828384563967044e-10,2.655194934238798e-11,2.9638282467014074e-11,4.9966277380196456e-11,1.5906080756495055e-10,2.653023743276894e-11,2.9611231689776996e-11,4.9889320983750726e-11,1.5828348928157948e-10,2.653021783930636e-11,2.9611195510957794e-11,4.988923263642603e-11,1.5828272850394047e-10,1.058159668768812e-9
t7,2.6530254016942154e-11,2.961123098225134e-11,4.988935551873622e-11,1.5828380570741196e-10,2.6551968548844663e-11,2.9638279149838245e-11,4.9966279196254785e-11,1.590607800307743e-10,2.653023439993432e-11,2.961122939360758e-11,4.988931482067299e-11,1.582834425519354e-10,2.6530215497936827e-11,2.9611192238582494e-11,4.988922554976573e-11,1.58282647466956e-10,1.058159455070445e-9
t8,2.6530250402714972e-11,2.961122896253887e-11,4.988934703389975e-11,1.5828372453788551e-10,2.6551979589201826e-11,2.9638275901008195e-11,4.996627518996532e-11,1.5906070435977157e-10,2.6530231317334994e-11,2.961122634827799e-11,4.9889306701156805e-11,1.5828335461871205e-10,2.6530212864264952e-11,2.961118926298189e-11,4.9889217754350263e-11,1.5828254657548243e-10,1.0581590714195474e-9
t9,2.636258182757784e-11,2.940251117785e-11,4.929972544478669e-11,1.5249711851391454e-10,2.638067714299601e-11,2.942498336875197e-11,4.936304530665978e-11,1.5310461306947259e-10,2.636256329677158e-11,2.940250738545041e-11,4.92996853232748e-11,1.5249676290324708e-10,2.6362545085439982e-11,2.940247050832694e-11,4.929959700020232e-11,1.52495981988453e-10,1.0309573693431756e-9
t10,2.6362580349206406e-11,2.9402510566856816e-11,4.929972286618182e-11,1.5249709921049506e-10,2.638068187013602e-11,2.94249825982904e-11,4.936304394721339e-11,1.5310459365342934e-10,2.6362562099145017e-11,2.940250598690538e-11,4.929968250300832e-11,1.5249674280445293e-10,2.6362544165914832e-11,2.940246991367096e-11,4.9299595673122966e-11,1.5249596671219403e-10,1.0309572849202237e-9
t11,2.636257663126945e-11,2.940251003924026e-11,4.929971534713107e-11,1.5249704601432835e-10,2.6380686987386458e-11,2.942498009951193e-11,4.936304540084079e-11,1.5310455831821258e-10,2.6362559706366293e-11,2.940250341885899e-11,4.929967541189103e-11,1.5249668608153923e-10,2.6362542414682796e-11,2.9402466682668914e-11,4.9299587244045094e-11,1.5249587663579934e-10,1.0309570164337726e-9
t12,2.6362577568422802e-11,2.9402510546077975e-11,4.9299717736789894e-11,1.52497059952012e-10,2.638068755731377e-11,2.942498079028541e-11,4.9363045848292825e-11,1.5310456667351944e-10,2.636256022308625e-11,2.940250407723469e-11,4.9299677146370897e-11,1.5249669915106076e-10,2.6362542786826904e-11,2.940246744615297e-11,4.9299589064683374e-11,1.5249589437453527e-10,1.030957080942665e-9
t13,2.6362581719518652e-11,2.9402511594425784e-11,4.9299726664652144e-11,1.5249711716759323e-10,2.638068463685702e-11,2.94249837658399e-11,4.936304570081224e-11,1.5310460456797614e-10,2.6362562875754163e-11,2.940250713799471e-11,4.9299685287803225e-11,1.5249675967514974e-10,2.6362544641891663e-11,2.940247088675695e-11,4.929959773403964e-11,1.5249598211964246e-10,1.0309573661767075e-9
t14,2.6362585440421815e-11,2.9402512146494364e-11,4.929973403763625e-11,1.5249716325407691e-10,2.6380680047960845e-11,2.942498629978256e-11,4.9363045161853395e-11,1.5310463433987362e-10,2.6362565201754735e-11,2.940250958287423e-11,4.929969191594583e-11,1.5249680901186206e-10,2.6362546350751463e-11,2.940247395915129e-11,4.92996053588596e-11,1.5249606271264834e-10,1.0309576048219472e-9
t15,2.636258854950187e-11,2.9402512745930085e-11,4.9299740100692766e-11,1.5249720168275883e-10,2.6380674498012578e-11,2.9424988615870156e-11,4.9363045214015656e-11,1.5310466403209838e-10,2.636256718765549e-11,2.940251163675191e-11,4.929969743964391e-11,1.524968506176163e-10,2.636254794064011e-11,2.9402476569262535e-11,4.929961171696949e-11,1.5249613001629496e-10,1.0309578085637151e-9
t16,2.636259147400066e-11,2.9402515397768074e-11,4.92997479411393e-11,1.524972662664676e-10,2.6380672451957697e-11,2.9424991090550084e-11,4.936305246792103e-11,1.5310472950290377e-10,2.636256948178083e-11,2.940251464488861e-11,4.9299704885907235e-11,1.524969147232888e-10,2.6362550030680968e-11,2.9402478804494e-11,4.92996176885192e-11,1.5249618981816554e-10,1.0309581066704334e-9
t17,2.6530260136372032e-11,2.96112330060366e-11,4.9889370022458807e-11,1.5828389558954295e-10,2.6551976119427543e-11,2.963828372142896e-11,4.996628201203352e-11,1.5906083832476504e-10,2.6530237195072536e-11,2.961123370753761e-11,4.988932728189092e-11,1.5828353443510554e-10,2.6530217524580703e-11,2.961119797331182e-11,4.988924011816092e-11,1.5828279335531512e-10,1.0581599205230404e-9
