Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,North_to_south_underground_line,North_to_east_underground_line,South_to_west_underground_line,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,1,4,0
AnnualSum,0.013586301897693212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05887672508794122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19021730748587376,0.0,0.0,0.0,1.5606425528391862e-6,0.0,0.0,0.0,0.0,0.0,0.0,18.336145390933364,0.0,0.0,0.0,0.0,0.0,0.0,1.5589785739541484e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.5589519071497935e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.598830403977907
t1,4.213004568067505e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.205659766552924e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204592389393436e-9,0.0,0.0,0.0,4.169517096919107e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088726058842842e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169501249129421e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.1693636185380515e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9220364747443283e-8
t2,4.22503671735285e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207242253028777e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2048958447385326e-9,0.0,0.0,0.0,4.169508788725395e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088734771714915e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.16952822521601e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169425205930199e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923437180670668e-8
t3,4.232414385854036e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.208114374934636e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204986000024945e-9,0.0,0.0,0.0,4.169518095591964e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.08875409134435e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169538399195134e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169457360331934e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9242782707277e-8
t4,4.2376834456066135e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.208699734268297e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.205001726007841e-9,0.0,0.0,0.0,4.16952036638033e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.0887579432858875e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169534928226866e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169474594753374e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9248672738529205e-8
t5,4.242874161749093e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.209200946704286e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.205001738916788e-9,0.0,0.0,0.0,4.169520500368193e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088758950551594e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169531528104363e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169485773466383e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92543735998607e-8
t6,4.2492821716290875e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.209767798806569e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204983749105577e-9,0.0,0.0,0.0,4.169523026732848e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088764252670266e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169531249843973e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169495272342222e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9261347521130544e-8
t7,4.261213848361952e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.211470705167279e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.205018360948187e-9,0.0,0.0,0.0,4.169525761051152e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088770132510528e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.1695315572409685e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.16950320480139e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.927503357008146e-8
t8,4.2101687651179575e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195780454921727e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193482488763818e-9,0.0,0.0,0.0,4.169517693179848e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.088773661498235e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.16952147107101e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.169506150708777e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9196750685261374e-8
