Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
t10,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t11,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t12,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t13,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t14,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t15,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t16,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t17,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t18,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t19,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t20,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t21,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t22,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t23,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520473,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t24,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520473,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t25,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520473,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t26,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520473,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t27,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t28,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t29,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t30,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t31,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t32,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t33,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t34,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t35,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t36,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t37,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t38,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.135886827185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t39,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t40,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t41,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t42,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t43,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t44,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t45,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
t46,-4999.502348315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.136035127856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788270099266,0.0,0.0,0.0,-4999.502200014521,0.0,0.0,0.0,0.0,0.0,0.0,-4553.149739520472,0.0,0.0,0.0,0.0,0.0,0.0,-5360.1358868271855,0.0,0.0,0.0,0.0,0.0,0.0,-4867.788121798595,0.0,0.0,0.0,0.0,0.0,0.0
