BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
t825,202.7963,0.0,-0.3260869565217391,0.0,0.0,17.889,249.111,-200.46555746879034,-2.004655574687903,-267.0,7.216100000000002,0.0,-0.0,0.0,0.0,59.16100000000001,823.8389999999999,3.2910101010100723,-10.5071101010101,-883.0,1081.633800781245,3313.704534113895,-4626.9189103452945,0.0,0.0,12.931,180.06900000000002,239.9330254501537,-8.352450000000001,-193.0,53.7044,0.0,-4.565217391304349,0.0,0.0,0.0,109.0,-42.75847808237343,-6.380704526322198,-109.0
t826,16.530286956521895,0.27599999999999997,-0.3260869565217391,0.0,0.0,11.524,0.0,262.8899999999999,-22.894200000000005,-268.0,314.82730000000004,0.0,-0.0,0.0,0.0,59.362,6.1216500000000895,528.7385000000002,-23.049450000000004,-886.0,500.2492202159873,4104.810937121601,-3834.6165073375882,0.0,0.0,8.342,185.65800000000002,-752.4449999999999,-17.99865,-194.0,151.5032,0.0,-0.0,0.0,0.0,4.36,0.0,-39.18350000000004,-7.679700000000001,-109.0
t827,98.38520000000001,0.27599999999999997,-0.0,0.0,0.0,0.0,257.0,-75.76699999999991,-22.8942,-257.0,262.19000000000005,0.0,-0.0,0.0,0.0,20.52,834.48,-246.82024999999996,-15.369750000000002,-855.0,371.7942098549755,3412.727891174704,-4253.985201029678,0.0,0.0,5.0760000000000005,182.924,490.57709999999986,-21.114,-188.0,167.24120000000002,3.8640000000000008,-0.0,0.0,0.0,6.784,99.216,-167.98985,-3.1153500000000003,-106.0
t828,221.88389999999998,0.0,-0.3260869565217391,0.0,0.0,6.36,258.64000000000004,-207.25015851077433,-14.307654532703856,-265.0,531.8193,0.0,-0.0,0.0,0.0,0.0,404.02958272916084,-42.04824416965264,-16.800638559508126,-877.0,345.3086098549755,3595.0488712036517,-4345.574573255537,0.0,0.0,7.680000000000001,184.32000000000002,417.74454672961446,-12.527454532703857,-192.0,177.55759999999998,0.0,-4.565217391304349,0.0,0.0,0.0,108.0,-168.4461440491875,-4.546238559508125,-108.0
t829,138.2185,0.27599999999999997,-0.0,0.0,0.0,11.200000000000001,0.0,140.43815000000004,-10.13265,-280.0,451.8171,0.0,-0.0,0.0,0.0,0.0,922.0,-428.76764999999995,-23.04945,-922.0,124.97264443473898,3683.6185217513557,-4257.2219661860945,0.0,0.0,0.0,200.0,456.98324999999994,-8.352450000000001,-200.0,179.4488,0.0,-0.0,0.0,0.0,7.571000000000001,105.429,-168.65375000000006,-10.79505,-113.0
t830,0.0,0.0,-0.3260869565217391,0.0,0.0,0.0,0.0,307.94833751778714,-10.622250561265266,-297.0,558.4884,0.0,-0.0,0.0,0.0,42.011,180.45674364431363,219.09330635568642,-23.049450000000004,-977.0,479.2806444347389,1.196,-0.0,0.0,0.0,14.136999999999999,196.86299999999997,-474.74994387347357,-5.726700561265265,-211.0,169.9904,3.8640000000000008,-0.0,0.0,0.0,5.116999999999999,0.0,-52.29169999999999,-7.6797,-119.0
t831,30.5532,0.27599999999999997,-0.3260869565217391,0.0,0.0,0.0,303.0,-10.136448557899191,-20.366664485578994,-303.0,458.69010332795875,0.0,-0.0,0.0,0.0,0.0,921.2280767555021,-358.8687300834611,-23.049450000000004,-998.0,261.0,3602.116672179911,-4233.847723812126,0.0,0.0,0.0,216.0,387.325822379577,-16.594770747362215,-216.0,149.12399999999997,0.0,-0.0,0.0,0.0,0.0,0.0,-18.32064373821675,-8.803356261783224,-122.0
t832,72.28250000000001,0.0,-0.0,0.0,0.0,20.77,289.22999999999996,-62.14984999999995,-10.132650000000002,-310.0,104.40330332795877,0.0,-0.0,0.0,0.0,68.206,949.794,-92.7219354732265,-11.681367854732265,-1018.0,1016.2760149637522,3484.4896396341233,-4454.9378048250655,0.0,0.0,9.459999999999999,0.0,169.37621808192205,-4.664067854732265,-220.0,22.185,0.0,-4.565217391304349,0.0,0.0,0.0,124.0,-14.504432608695605,-3.1153500000000003,-124.0
t833,60.5355,0.0,-0.0,0.0,0.0,20.836999999999996,290.16299999999995,-46.54232879853194,-13.993171201467973,-311.0,55.16839999999999,0.0,-0.0,0.0,0.0,16.97132857934669,1005.0286714206534,-44.251683168316845,-10.91671683168317,-1022.0,855.4377146671106,3574.3851404233747,-4366.2383040358145,0.0,0.0,14.807,206.193,-42.47055105467079,-21.114,-221.0,0.0,3.8640000000000008,-4.565217391304349,0.0,0.0,0.0,0.0,133.26456302151956,-7.563345630215196,-125.0
t834,6.1968000000000005,0.27599999999999997,-0.0,0.0,0.0,20.569,274.0297149358783,5.98836875163803,-0.05988368751638036,-307.0,22.741400000000002,0.0,-0.0,0.0,0.0,67.603,941.3969999999999,-14.152007896642061,-8.589392103357964,-1008.9999999999999,742.7128296308629,3590.3053137887123,-4350.535174148737,0.0,0.0,14.606,203.394,25.869480729162397,-8.352450000000001,-218.0,24.11359999999999,0.0,-0.0,0.0,0.0,8.241,114.75900000000001,-17.70584158415839,-6.407758415841585,-123.0
t835,0.66,0.0,-0.3260869565217391,0.0,0.0,20.301,282.69899999999996,22.560286956521793,-22.8942,-303.0,12.3632,0.0,-0.0,0.0,0.0,66.665,212.81816619145783,720.7016016303244,-17.547967821782176,-995.0,1263.7145298121318,3609.5758355278426,-4329.851608931346,0.0,0.0,0.648,215.35199999999998,-525.4401064086284,-17.99865,-216.0,219.99999999999997,0.0,-0.0,0.0,0.0,8.174000000000001,113.826,-217.8217821782178,-2.178217821782178,-122.0
t836,38.677,0.27599999999999997,-0.0,0.0,0.0,20.301,282.69899999999996,-26.242719089682677,-12.710280910317337,-303.0,7.5337999999999985,0.0,-0.0,0.0,0.0,66.598,0.0,933.9753545556575,-14.107154555657587,-994.0,1695.5109492586187,3596.371158716248,-4344.252285742941,0.0,0.0,14.405,102.10924059881008,-834.5676859710255,-14.576376859710257,-215.0,74.80000000000001,3.8640000000000008,-0.0,0.0,0.0,8.174000000000001,113.826,-73.16494949494948,-5.499050505050505,-122.0
t837,38.34700000000001,0.0,-0.3260869565217391,0.0,0.0,8.154,0.0,258.4091787439614,-2.584091787439614,-302.0,13.9648,0.0,-0.0,0.0,0.0,66.397,924.603,-8.88547113648555,-5.079328863514372,-991.0,573.4455537296087,3812.1157677065653,-4127.3116767526235,0.0,0.0,14.405,200.595,-255.13429468355054,-3.1153500000000003,-215.0,0.0,0.0,-0.0,0.0,0.0,2.904,118.09599999999999,5.61058707607473,-5.610587076074758,-121.0
t838,40.206,0.27599999999999997,-0.3260869565217391,0.0,0.0,20.096,293.904,-27.394363043478307,-12.76155,-314.0,10.587200000000001,0.0,-0.0,0.0,0.0,68.876,645.6228740753083,308.15102592469157,-5.237100000000001,-1028.0,1052.5191640624948,3655.642955334606,-4283.784489124583,0.0,0.0,0.666,221.334,-403.2636302725176,-21.114,-222.0,7.1736,0.0,-4.565217391304349,0.0,0.0,3.0,0.0,122.50696739130434,-3.1153500000000003,-125.0
t839,38.516,0.0,-0.0,0.0,0.0,21.909000000000002,305.091,-19.83419876482695,-18.681801235173022,-327.0,15.555200000000001,0.0,-0.0,0.0,0.0,0.0,1066.0,2.9578376237625603,-18.51303762376238,-1066.0,409.20323906249814,3763.72784155728,-4175.699602901908,0.0,0.0,14.655999999999999,214.344,19.670123517302017,-16.901601235173022,-229.0,9.0524,0.0,-0.0,0.0,0.0,8.71,121.29,-2.7937623762376296,-6.258637623762377,-130.0
t840,0.0,0.0,-0.0,0.0,0.0,7.848000000000001,319.152,16.545659734388263,-16.545659734388302,-327.0,14.253000000000002,0.0,-0.0,0.0,0.0,0.0,1064.0,2.482945789628377,-16.73594578962847,-1064.0,449.4318328541041,0.0,-416.6544381378029,0.0,0.0,0.0,228.0,-16.23484314777901,-16.542551568522207,-228.0,9.0524,0.0,-0.0,0.0,0.0,0.0,129.0,-2.7937623762376296,-6.258637623762377,-129.0
t841,23.475,0.27599999999999997,-0.3260869565217391,0.0,0.0,21.574,0.0,279.7990777338603,-2.797990777338603,-322.0,288.02459999999996,0.0,-0.0,0.0,0.0,70.35000000000001,860.3148307244293,-167.01923834101908,-1.6701923834101926,-1050.0,677.8864249999967,1.196,-569.7030400701691,0.0,0.0,15.075000000000001,209.925,-104.83172058096004,-4.547664348867607,-225.0,8.027600000000001,0.0,-0.0,0.0,0.0,8.508999999999999,118.491,-7.94811881188119,-0.0794811881188119,-127.0
t842,20.385,0.27599999999999997,-0.0,0.0,0.0,21.373,254.9393402280137,44.26351967297648,-22.2368599009901,-319.0,438.53340000000003,0.0,-0.0,0.0,0.0,69.613,969.387,-423.82099009900986,-14.712409900990101,-1039.0,6.930000000000001,3672.823975382915,-4266.603469076274,0.0,0.0,14.940999999999999,208.059,607.1238070596967,-20.274313366336635,-223.0,225.978,3.8640000000000008,-0.0,0.0,0.0,8.442,117.55799999999999,-227.56633663366335,-2.2756633663366337,-126.0
t843,0.0,0.0,-0.0,0.0,0.0,0.0,313.0,-0.0,-0.0,-313.0,151.59340000000003,0.0,-0.0,0.0,0.0,0.0,1018.9999999999999,-142.54464646464638,-9.048753535353537,-1018.9999999999999,25.282,3782.0970475040785,-4158.743440433371,0.0,0.0,9.374,208.626,359.71684292929285,-8.352450000000001,-218.0,224.0992,0.0,-0.0,0.0,0.0,7.936,116.064,-217.17219646464648,-6.927003535353537,-124.0
t844,0.33,0.0,-0.3260869565217391,0.0,0.0,20.368000000000002,0.0,306.52228695652184,-22.894200000000005,-304.0,420.812,0.0,-0.0,0.0,0.0,0.0,588.7236461133072,2.2706247694332937,-19.80627088274045,-992.0,102.8074145187899,4150.626536709336,-3791.409951228114,0.0,0.0,5.112,207.88799999999998,-440.9099999999999,-21.114,-213.0,0.0,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,132.1170882740448,-7.551870882740449,-120.0
t845,9.126000000000001,0.0,-0.0,0.0,0.0,0.0,0.0,298.78763664085693,-15.91363664085695,-292.0,163.4658,0.0,-0.0,0.0,0.0,2.862,475.61562255516196,315.2086640856949,-3.15208664085695,-954.0,376.18041451878986,453.9769588939435,-1.4130434782608694,0.0,0.0,0.0,0.0,-610.9523403305122,-12.791989603960396,-205.0,3.0744,0.0,-0.0,0.0,0.0,2.784,113.21600000000001,-3.0439603960396036,-0.030439603960396036,-116.0
t846,8.780000000000001,0.27599999999999997,-0.3260869565217391,0.0,0.0,18.76,261.24,1.4027369565217107,-10.13265,-280.0,159.32800000000003,0.0,-0.0,0.0,0.0,61.43900000000001,855.561,-142.18698301837003,-17.14101698163009,-917.0,995.8725294825421,0.0,-895.3817560121985,0.0,0.0,13.266,58.65006484074253,31.508773949419698,-5.915612260505804,-198.0,3.2452,3.8640000000000008,-4.565217391304349,0.0,0.0,7.504000000000001,0.0,109.2754721124286,-7.323454721124286,-112.0
t847,0.66,0.0,-0.0,0.0,0.0,18.023,128.83537027633966,124.76240860787858,-3.2807788842182397,-269.0,456.43719999999996,0.0,-0.0,0.0,0.0,59.295,825.705,-441.2561985148514,-15.181001485148515,-885.0,694.2374145187897,3470.961158716248,-4469.662285742941,0.0,0.0,12.864,179.13600000000002,313.8327399069728,-9.369027399069727,-192.0,4.2700000000000005,3.8640000000000008,-0.0,0.0,0.0,7.236,100.764,2.6610500000000537,-10.79505,-108.0
t848,2.118,0.0,-0.0,0.0,0.0,0.0,263.0,-2.097029702970297,-0.02097029702970297,-263.0,335.0105769479122,0.0,-0.0,0.0,0.0,0.0,866.0,-327.81452216960827,-7.196054778303918,-866.0,692.9384145187898,3520.295210267229,-4419.1322341919595,0.0,0.0,8.084,179.916,214.27202970297031,-8.373420297029703,-188.0,0.0,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,115.63952216960827,-5.074304778303918,-106.0
t849,22.373,0.27599999999999997,-0.0,0.0,0.0,11.137,247.863,-9.887449999999909,-12.76155,-259.0,108.37037694791215,0.0,-0.0,0.0,0.0,57.084,168.07272305208775,523.71,-5.237100000000001,-852.0,560.0761149637523,4046.3388548036805,-3894.5016331337692,0.0,0.0,0.555,0.0,-509.4257183168318,-18.042618316831685,-185.0,4.4408,0.0,-0.0,0.0,0.0,6.967999999999999,97.032,-4.396831683168316,-0.04396831683168317,-104.0
t850,62.597,0.0,-0.0,0.0,0.0,16.512000000000004,241.488,-41.91257425742578,-20.68442574257426,-258.0,98.21337975743891,0.0,-0.0,0.0,0.0,20.352,827.6479999999999,-78.73543409842343,-19.47794565901577,-848.0,738.4458757812483,3296.3061822844224,-4480.01309501993,0.0,0.0,12.328000000000001,171.672,461.74711726674036,-16.486080312481114,-184.0,346.8768,3.8640000000000008,-0.0,0.0,0.0,2.496,101.50399999999999,-341.0991089108911,-9.641691089108912,-104.0
t851,82.35340000000001,0.0,-0.3260869565217391,0.0,0.0,0.0,0.0,173.73423695652178,-12.76155,-243.0,114.76820000000001,0.0,-0.0,0.0,0.0,53.868,585.919492294447,49.9437451571244,-0.499437451571244,-804.0,1142.966800781245,3492.184737056363,-4448.655750881086,0.0,0.0,0.0,176.0,-173.73423695652178,-12.76155,-176.0,154.0084,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,-49.9437451571244,-0.499437451571244,-99.0
t852,88.63,0.0,-0.0,0.0,0.0,0.0,247.0,-87.75247524752476,-0.8775247524752476,-247.0,125.73280000000001,0.0,-0.0,0.0,0.0,54.80599999999999,171.1381500000001,474.00274999999993,-7.679700000000001,-818.0,610.0970508163895,3779.1508965738753,-4161.472547885314,0.0,0.0,4.805999999999999,173.194,-223.78252475247524,-3.9928747524752475,-178.0,169.39879999999997,3.8640000000000008,-0.0,0.0,0.0,2.7270000000000003,98.27300000000001,-162.4677499999999,-10.79505,-101.0
t853,7.719,0.27599999999999997,-0.3260869565217391,0.0,0.0,0.0,260.0,-7.592983211364615,-0.07592983211364615,-260.0,20.830399999999997,0.0,-0.0,0.0,0.0,0.0,0.0,843.6056565656564,-8.436056565656566,-856.0,1189.002264062495,3793.959310247852,-4146.881177689597,0.0,0.0,0.0,186.0,-827.6520167886355,-8.428379832113647,-186.0,124.24018052261736,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,-8.360656565656488,-6.314306565656565,-105.0
t854,88.11290000000001,0.27599999999999997,-0.0,0.0,0.0,17.956,250.04399999999998,-75.62734999999995,-12.76155,-268.0,130.84109999999998,0.0,-0.0,0.0,0.0,23.814,858.186,-125.60399999999983,-5.237100000000001,-882.0,546.162439062498,3522.924960619138,-4416.502483840051,0.0,0.0,12.797,178.203,367.0721420792077,-19.65705792079208,-191.0,167.49919999999997,0.0,-0.0,0.0,0.0,4.32,103.67999999999999,-165.8407920792079,-1.6584079207920788,-108.0
t855,78.8078,0.0,-0.0,0.0,0.0,18.224,253.77600000000007,-69.09932711092898,-9.708472889071084,-272.0,102.90480000000001,0.0,-0.0,0.0,0.0,59.898,834.102,-91.51544554455435,-11.389354455445543,-894.0,1161.889264062495,3268.6507087162486,-4671.97273574294,0.0,0.0,12.998,128.18863803526938,307.7983080090186,-13.552183080090186,-194.0,148.07839999999996,3.8640000000000008,-0.0,0.0,0.0,7.303,101.697,-147.18353535353532,-4.758864646464647,-109.0
t856,53.6721,0.0,-0.3260869565217391,0.0,0.0,0.0,276.0,-52.817834696513124,-0.5281783469651312,-276.0,89.1507,0.0,-0.0,0.0,0.0,57.984,848.016,-79.96492244941878,-9.185777550581145,-906.0,454.31873906249814,3638.936910769805,-4300.490533689384,0.0,0.0,0.0,196.0,216.11551220404635,-8.880628346965132,-196.0,94.96199999999999,0.0,-4.565217391304349,0.0,0.0,0.0,111.0,-83.3327550581145,-7.064027550581145,-111.0
t857,27.764700000000005,0.27599999999999997,-0.0,0.0,0.0,6.7200000000000015,0.0,267.77662466871766,-22.53732466871758,-280.0,100.00289154047604,0.0,-0.0,0.0,0.0,0.0,920.0,-77.31031687175832,-22.692574668717583,-920.0,807.6044530058435,0.0,-462.0462952088842,0.0,0.0,0.0,0.0,-125.44415779695939,-21.114,-199.0,71.95319999999998,3.8640000000000008,-0.0,0.0,0.0,0.0,112.0,-65.02214999999994,-10.79505,-112.0
t858,19.3364,0.0,-0.3260869565217391,0.0,0.0,0.0,20.99388695652192,262.8899999999999,-22.894200000000005,-280.0,25.71567024151777,0.0,-0.0,0.0,0.0,0.0,853.6716267281791,59.28515151515157,-19.672448484848488,-919.0,1051.073229630863,0.0,-589.0492296308629,0.0,0.0,0.0,199.0,-440.9099999999999,-21.114,-199.0,0.6832,0.0,-0.0,0.0,0.0,0.0,0.0,118.7348484848485,-7.418048484848486,-112.0
t859,0.0,0.27599999999999997,-0.0,0.0,0.0,0.0,0.0,280.529292929293,-2.8052929292929294,-278.0,76.3312617819938,0.0,-0.0,0.0,0.0,39.30200000000001,874.698,-71.67181786081147,-4.659443921182373,-914.0,448.15081466711064,1.196,-117.4819027481538,0.0,0.0,0.0,198.0,-323.2561879397686,-8.608723979188174,-198.0,0.0,0.0,-0.0,0.0,0.0,2.688,0.0,114.39871287128715,-5.086712871287129,-112.0
t860,0.0,0.0,-0.3260869565217391,0.0,0.0,0.0,0.0,296.053771719737,-17.727684763215173,-278.0,25.71567024151777,0.0,-0.0,0.0,0.0,0.0,913.0,-15.090564595562093,-10.625105645955621,-913.0,392.3674145187899,1.196,-52.41446912057022,0.0,0.0,0.0,198.0,-323.15029539821967,-17.99865,-198.0,74.80000000000001,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,42.18708827404479,-0.42187088274044793,-112.0
t861,20.449,0.0,-0.0,0.0,0.0,0.0,0.0,272.0244986315049,-14.47349863150489,-278.0,46.20566178199381,0.0,-0.0,0.0,0.0,2.742,0.0,879.6810868495111,-14.628748631504891,-914.0,412.5259145187899,4342.349604449838,-3599.686883487612,0.0,0.0,0.0,0.0,-936.074635481016,-21.114,-198.0,222.562,3.8640000000000008,-0.0,0.0,0.0,0.0,112.0,-215.63094999999998,-10.79505,-112.0
t862,21.616000000000003,0.27599999999999997,-0.0,0.0,0.0,8.046,289.954,-21.675247524752468,-0.2167524752475247,-298.0,47.17186178199382,0.0,-0.0,0.0,0.0,41.882000000000005,584.3284940872387,308.011726862146,-7.394082731378541,-974.0,989.2471149637522,3627.0135007452336,-4313.6099437139555,0.0,0.0,0.0,210.0,-295.1277494899296,-7.522922505100705,-210.0,0.0,0.0,-4.565217391304349,0.0,0.0,2.856,116.14399999999999,8.791270152536084,-4.22605276123172,-119.0
t863,22.453000000000003,0.0,-0.3260869565217391,0.0,0.0,21.037999999999997,292.962,-21.907834696513135,-0.21907834696513134,-314.0,36.063991540476046,0.0,-0.0,0.0,0.0,0.0,1022.9999999999999,-27.554153292520645,-8.509838247955232,-1022.9999999999999,427.89549999999997,3738.2957081855725,-4201.131736273616,0.0,0.0,5.913,213.087,43.29297808804367,-8.352450000000001,-219.0,0.0,0.0,-0.0,0.0,0.0,0.0,124.0,6.169009900990119,-6.169009900990099,-124.0
t864,18.405,0.27599999999999997,-0.3260869565217391,0.0,0.0,23.584,328.416,1.9296837944664524,-20.284596837944665,-352.0,7.202800000000001,0.0,-0.0,0.0,0.0,30.753,681.8736039390651,435.08504560488603,-15.914449543951141,-1139.0,449.5079757812483,0.0,-0.0,0.0,0.0,6.534,235.46599999999998,-433.5394768741,-15.96849890714833,-242.0,5.807200000000001,3.8640000000000008,-0.0,0.0,0.0,8.832,129.168,-3.4752525252524924,-6.195947474747475,-138.0
t865,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,8.447999999999999,342.94208695652173,-0.0,-0.0,-352.0,0.6496823891084761,0.0,-0.0,0.0,0.0,72.896,1066.104,-0.643249890206412,-0.0064324989020641205,-1139.0,345.0919757812483,0.0,-103.09197578124835,0.0,0.0,0.0,0.0,0.0,-0.0,-242.0,3.9284000000000003,0.0,-4.565217391304349,0.0,0.0,9.179000000000002,127.82099999999998,0.643249890206412,-0.0064324989020641205,-137.0
t866,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,9.611999999999998,346.388,12.151636956521745,-12.76155,-356.0,3.7294000000000005,0.0,-0.0,0.0,0.0,77.05,760.2746816831681,312.0665841584158,-3.120665841584158,-1150.0,565.2003548044698,3856.89531330562,-4082.5321311535686,0.0,0.0,16.348000000000003,227.652,-323.6866369565218,-15.8769,-244.0,2.9036000000000004,3.8640000000000008,-0.0,0.0,0.0,9.313000000000002,129.68699999999998,-0.5315841584158099,-6.236015841584158,-139.0
t867,6.760000000000001,0.0,-0.0,0.0,0.0,23.516999999999996,0.0,323.9626262626262,-3.239626262626262,-351.0,260.98020845952396,0.0,-0.0,0.0,0.0,76.04500000000002,1058.955,-258.39624599952873,-2.583962459995287,-1135.0,695.6108189185069,0.0,-260.1106540798315,0.0,0.0,16.147000000000002,0.0,-208.56154934522314,-2.0856154934522313,-241.0,0.0,0.0,-4.565217391304349,0.0,0.0,0.0,0.0,142.9951690821256,-1.4299516908212564,-137.0
t868,7.082000000000001,0.0,-0.0,0.0,0.0,22.512,313.488,15.812200000000276,-22.894200000000005,-336.0,399.3521382180062,0.0,-0.0,0.0,0.0,72.896,79.9694640934342,558.8318476885597,-23.049450000000004,-1088.0,1027.6096640624949,3755.9761753829157,-4183.451269076273,0.0,0.0,15.544,216.45600000000002,-581.3758340288484,-18.758736340288483,-232.0,1.7080000000000002,0.0,-0.0,0.0,0.0,8.844000000000001,123.156,6.731786340288356,-8.439786340288482,-132.0
t869,2.31,0.27599999999999997,-0.0,0.0,0.0,21.44,298.56,-2.5603960396039604,-0.025603960396039602,-320.0,146.11152975848222,0.0,-0.0,0.0,0.0,69.613,969.387,-144.6648809489923,-1.4466488094899228,-1039.0,407.97146947465785,3693.94962538291,-4246.673819076278,0.0,0.0,14.874000000000002,207.126,149.34032698859625,-4.5876027698859625,-222.0,1.3664,3.8640000000000008,-0.0,0.0,0.0,8.442,117.55799999999999,-2.115050000000007,-3.1153500000000003,-126.0
t870,5.891,0.0,-0.0,0.0,0.0,20.569,286.431,17.003199999999886,-22.894200000000005,-307.0,390.35153821800617,0.0,-0.0,0.0,0.0,0.0,1002.0,-373.8244830484906,-16.527055169515094,-1002.0,13.953999999999999,3594.3847204661624,-4160.627348345139,0.0,0.0,13.76,201.24,569.3195998801739,-17.03097200119826,-215.0,220.85399999999998,0.0,-0.0,0.0,0.0,8.174000000000001,113.826,-212.49831683168318,-8.355683168316832,-122.0
t871,5.442,0.0,-0.0,0.0,0.0,19.831999999999997,276.16799999999995,11.816426853007655,-17.258426853007688,-296.0,158.80266276436012,0.0,-0.0,0.0,0.0,2.901,964.0989999999999,-140.25980215829964,-18.542860606060607,-967.0,111.76491451878988,3521.5549876393256,-3740.508990004339,0.0,0.0,0.624,207.37599999999998,122.66731469923143,-15.478226853007687,-208.0,0.5124,0.0,-0.0,0.0,0.0,7.906,110.094,5.776060606060563,-6.288460606060605,-118.0
t872,18.7022,0.0,-0.0,0.0,0.0,0.0,278.0,-18.517029702970298,-0.185170297029703,-278.0,166.6465372356399,0.0,-0.0,0.0,0.0,36.480000000000004,875.5200000000001,-153.5445669386102,-13.101970297029704,-912.0,134.79781451878986,3165.966809139673,-3605.3050759496823,0.0,0.0,12.608,184.392,312.892902291219,-8.352450000000001,-197.0,156.1915730409429,0.0,-4.565217391304349,0.0,0.0,4.44,106.56,-140.83130564963852,-10.79505,-111.0
t873,41.4042,0.0,-0.0,0.0,0.0,18.558999999999997,258.44100000000003,-21.352424242424117,-20.05177575757576,-277.0,87.32906178199381,0.0,-0.0,0.0,0.0,39.13,214.31820791497583,583.6515151515151,-14.428784848484852,-910.0,366.5945265509206,3051.5302162838116,-2533.03169131958,0.0,0.0,5.319000000000001,0.0,-680.377575757576,-13.034475757575759,-197.0,0.0,0.0,-0.0,0.0,0.0,0.333,0.0,118.07848484848488,-7.411484848484849,-111.0
t874,58.99360000000001,0.0,-0.3260869565217391,0.0,0.0,0.0,290.0,-43.22602069458914,-15.441492348889103,-290.0,122.32986178199381,0.0,-0.0,0.0,0.0,60.992000000000004,892.0079999999999,-108.40467640409128,-13.925185377902299,-953.0,674.1728981993159,0.0,-930.9765497131477,0.0,0.0,5.561999999999999,200.438,269.97762779174974,-13.173976277917498,-206.0,119.53039999999999,0.0,-0.0,0.0,0.0,7.4879999999999995,109.512,-118.3469306930693,-1.183469306930693,-117.0
t875,72.8732,0.27599999999999997,-0.3260869565217391,0.0,0.0,19.765,158.41108200913467,66.8950049473871,-22.8942,-295.0,626.3500617819939,0.0,-0.0,0.0,0.0,64.99,905.0100000000001,-616.2174117819936,-10.13265,-970.0,493.8682832355636,2931.936575210101,-4102.708197888966,0.0,0.0,14.136999999999999,196.86299999999997,692.7802394433021,-15.8769,-211.0,147.27439999999999,3.8640000000000008,-4.565217391304349,0.0,0.0,7.972999999999999,111.027,-143.4578326086956,-3.1153500000000003,-119.0
t876,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,20.167,280.833,22.284286956521903,-22.894200000000005,-301.0,531.5500702415178,0.0,-0.0,0.0,0.0,66.53099999999999,926.469,-514.2699328677802,-17.280137373737375,-993.0,780.4779981993158,3385.1527688611764,-4555.470675598012,0.0,0.0,14.472,0.0,612.4819085375208,-21.114,-216.0,235.48399999999995,3.8640000000000008,-0.0,0.0,0.0,8.174000000000001,0.0,-120.4962626262625,-5.025737373737375,-122.0
t877,78.8388,0.27599999999999997,-0.0,0.0,0.0,21.641000000000005,301.35900000000004,-65.89004803450638,-13.224751965493581,-323.0,116.1026,0.0,-0.0,0.0,0.0,71.22099999999999,991.7790000000001,-104.58257425742579,-11.520025742574258,-1063.0,510.57108323556355,0.0,-935.9860429687212,0.0,0.0,9.24,221.76000000000002,440.7092359560766,-15.29427622291932,-231.0,277.9171810554488,0.0,-4.565217391304349,0.0,0.0,8.71,121.29,-270.23661366414444,-3.1153500000000003,-130.0
t878,126.66,0.0,-0.0,0.0,0.0,22.847,0.0,209.73251534653474,-18.239515346534652,-341.0,34.8016,0.0,-0.0,0.0,0.0,75.10700000000001,1045.893,-24.08653465346533,-10.715065346534654,-1121.0,1080.2700172959212,0.0,-774.1811936933575,0.0,0.0,16.281,226.71899999999997,-287.07587466286554,-19.012948939697964,-243.0,23.541404969901812,3.8640000000000008,-0.0,0.0,0.0,9.179000000000002,0.0,101.42989396979613,-1.0142989396979616,-137.0
t879,62.6892,0.0,-0.3260869565217391,0.0,0.0,23.718,330.282,-39.46891304347822,-22.894200000000005,-354.0,103.198,0.0,-0.0,0.0,0.0,77.921,30.4001932270508,964.5929142639728,-13.112107491023643,-1163.0,1374.544415448356,3689.932418861176,-4249.495025598013,0.0,0.0,0.0,252.0,-800.4871695373264,-14.49463917419196,-252.0,125.8832,0.0,-0.0,0.0,0.0,9.513999999999998,132.486,-124.6368316831683,-1.2463683168316828,-142.0
