BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
t3884,0.0,0.0,-0.0,0.0,0.0,22.914,319.08599999999996,-0.0,-0.0,-342.0,3.7,0.0,-0.0,0.0,0.0,74.70500000000001,816.6037783933223,232.90802160667778,-12.916800000000002,-1115.0,1088.787815300035,1.196,-609.443076302053,0.0,0.0,16.08,0.0,-248.26828899798204,-8.352450000000001,-240.0,0.0,0.0,-4.565217391304349,0.0,0.0,9.112,126.88800000000003,15.36026739130425,-10.79505,-136.0
t3885,205.11,0.27599999999999997,-0.3260869565217391,0.0,0.0,8.16,331.84000000000003,-189.02355136364025,-16.03636167983802,-340.0,55.43960000000001,0.0,-0.0,0.0,0.0,70.912,516.4435445581732,484.1929107151803,-18.988055273353424,-1108.0,864.1345052637904,0.0,-605.0045115677547,0.0,0.0,9.52,228.48,-244.87383201619784,-14.256161679838023,-238.0,57.73040000000001,3.8640000000000008,-4.565217391304349,0.0,0.0,8.64,126.36000000000003,-50.29552733534221,-6.733655273353423,-135.0
t3886,205.27900000000002,0.27599999999999997,-0.0,0.0,0.0,22.914,319.08599999999996,-182.66079999999985,-22.894200000000005,-342.0,71.44779999999999,0.0,-0.0,0.0,0.0,74.70500000000001,1040.2950000000003,-52.336754455445664,-19.111045544554457,-1115.0,307.03541451878993,3677.956960514754,-4261.470483944435,0.0,0.0,0.72,239.28,297.59210891089106,-21.114,-240.0,65.5872,3.8640000000000008,-0.0,0.0,0.0,9.112,126.88800000000003,-62.59455445544554,-6.856645544554456,-136.0
t3887,205.19000000000003,0.0,-0.0,0.0,0.0,24.79,345.21000000000004,-196.54439138863378,-8.645608611366185,-370.0,3.7,0.0,-0.0,0.0,0.0,80.333,1118.6670000000001,6.842626262626217,-10.542626262626264,-1199.0,238.23466922676437,3775.5976253829153,-4165.025819076273,0.0,0.0,17.152000000000005,140.77788822397963,258.52909185868083,-9.265455616066658,-256.0,69.51559999999999,0.0,-0.0,0.0,0.0,9.781999999999998,136.218,-68.82732673267326,-0.6882732673267326,-146.0
t3888,203.251,0.0,-0.0,0.0,0.0,26.666000000000004,371.33400000000006,-192.42623263108922,-10.824767368910804,-398.0,55.56040000000001,0.0,-0.0,0.0,0.0,86.095,1198.9050000000002,-37.94942393456738,-17.61097606543263,-1285.0,100.29184092163517,3900.727967411901,-4038.6994770472884,0.0,0.0,18.291,158.46997297374355,142.9632631089196,-9.044567368910805,-273.0,67.1244,0.0,-4.565217391304349,0.0,0.0,10.385,0.0,87.412393456737,-5.3565760654326295,-155.0
t3889,110.70700000000001,0.0,-0.0,0.0,0.0,28.273999999999997,393.72599999999994,-87.81280000000025,-22.894200000000005,-422.0,52.2394,0.0,-0.0,0.0,0.0,91.053,911.6299612427204,321.13162253196015,-17.0539837746804,-1359.0,101.72749999999999,4013.5697753829145,-3925.8576690762743,0.0,0.0,19.229,267.77099999999996,-168.32560630664028,-21.114,-287.0,65.92880000000001,3.8640000000000008,-0.0,0.0,0.0,10.988000000000001,153.012,-64.99321622531961,-4.799583774680399,-164.0
t3890,1.7879999999999998,0.0,-0.3260869565217391,0.0,0.0,28.877000000000002,336.85810963538756,86.69717732113446,-22.894200000000005,-431.0,0.0,0.0,-0.0,0.0,0.0,92.86199999999998,1293.138,23.049449999999915,-23.049450000000004,-1386.0,92.72,3474.3703280341406,-3281.2591507130064,0.0,0.0,19.563999999999997,272.436,-264.71717732113456,-21.114,-292.0,16.20071739130424,0.0,-4.565217391304349,0.0,0.0,11.189,0.0,154.97055000000015,-10.79505,-167.0
t3891,55.868,0.27599999999999997,-0.0,0.0,0.0,28.944,97.7134492934777,271.28926646755167,-22.090715761029397,-432.0,57.8594,0.0,-0.0,0.0,0.0,92.996,1295.004,-39.59703886660709,-18.262361133392723,-1388.0,11.549999999999999,2776.0617451634885,-2592.8800547988767,0.0,0.0,19.563999999999997,272.436,-173.6176903646123,-21.114,-292.0,65.5872,3.8640000000000008,-4.565217391304349,0.0,0.0,11.189,155.811,-58.074537236332326,-6.811445372363323,-167.0
t3892,58.32300000000001,0.0,-0.0,0.0,0.0,28.207000000000004,155.6087608763139,200.88083575146754,-22.01959662778159,-421.0,48.54540000000001,0.0,-0.0,0.0,0.0,90.785,1264.215,-30.332633075188575,-18.212766924811294,-1355.0,29.82,101.6151729733087,-0.0,0.0,0.0,19.162,266.83799999999997,-110.32117297330868,-21.114,-286.0,63.196000000000005,3.8640000000000008,-0.0,0.0,0.0,10.921,152.079,-60.22702970297028,-6.8329702970297035,-163.0
t3893,59.74700000000001,0.0,-0.0,0.0,0.0,27.001000000000005,375.99899999999997,-59.15544554455446,-0.5915544554455445,-403.0,49.3254,0.0,-0.0,0.0,0.0,87.10000000000001,1212.9,-47.66563474169198,-1.6597652583080091,-1300.0,77.7725,0.0,-60.486827026691174,0.0,0.0,18.425,77.42515754330718,166.0477302862464,-4.183560802862465,-275.0,62.342,0.0,-0.0,0.0,0.0,10.518999999999998,146.481,-59.22664999999999,-3.1153500000000003,-157.0
t3894,67.74500000000002,0.0,-0.3260869565217391,0.0,0.0,25.996,362.0040000000001,-66.75139905294878,-0.6675139905294879,-388.0,51.729800000000004,0.0,-0.0,0.0,0.0,83.951,1140.8241401419161,-14.623530908166815,-8.881409233749462,-1253.0,85.52550000000001,0.0,-210.77638934553227,0.0,0.0,17.822000000000003,248.17800000000003,134.2708533360618,-9.019963990529488,-266.0,64.22080000000001,0.0,-4.565217391304349,0.0,0.0,10.117,140.883,-52.89592337494619,-6.759659233749462,-151.0
t3895,209.4918,0.0,-0.0,0.0,0.0,20.603473981002438,353.3965260189976,-191.13787878787892,-18.353921212121215,-374.0,62.38,0.0,-0.0,0.0,0.0,81.137,698.2088622330647,385.68261165043094,-16.408473883495684,-1211.0,517.6603149637523,2323.791691745911,-2700.1218613601895,0.0,0.0,11.094000000000001,246.906,-126.1490938638697,-15.181051485603724,-258.0,74.6436,3.8640000000000008,-4.565217391304349,0.0,0.0,9.849,137.15099999999998,-68.39563899868243,-5.546743610013176,-147.0
t3896,118.47479999999999,0.27599999999999997,-0.0,0.0,0.0,24.388,339.61199999999997,-95.85660000000007,-22.894200000000005,-364.0,97.891,0.0,-0.0,0.0,0.0,79.19399999999999,540.4405807291628,479.8441692708372,-15.369750000000002,-1182.0,750.9037296308628,2285.383143455265,-2942.72030381529,0.0,0.0,16.951,236.049,-72.4525692708371,-21.114,-253.0,310.78634999999997,3.8640000000000008,-0.0,0.0,0.0,9.581,133.41899999999998,-311.535,-3.1153500000000003,-143.0
t3897,200.3858,0.0,-0.3260869565217391,0.0,0.0,24.254,137.68628695652183,-0.0,-0.0,-362.0,139.29380000000003,0.0,-0.0,0.0,0.0,78.92599999999999,1099.0739999999998,-130.12080808080822,-9.172991919191919,-1178.0,569.5482269636988,0.0,-861.1429893455321,0.0,0.0,16.884,235.11599999999999,299.0781805760727,-7.483418194239274,-252.0,179.7048,0.0,-4.565217391304349,0.0,0.0,9.581,133.41899999999998,-168.95737249526445,-6.182210113431192,-143.0
t3898,226.53220000000002,0.27599999999999997,-0.0,0.0,0.0,23.383000000000003,325.61699999999996,-224.56257425742575,-2.2456257425742576,-349.0,177.3902,0.0,-0.0,0.0,0.0,76.38000000000001,1063.62,-167.9750725961814,-9.41512740381871,-1140.0,781.303429630863,3219.589891331321,-4356.351751691345,0.0,0.0,16.415,228.58499999999998,362.5548338755549,-7.096403146392967,-245.0,106.63523702194779,3.8640000000000008,-0.0,0.0,0.0,9.313000000000002,0.0,29.982812978052277,-10.79505,-139.0
t3899,37.5733,0.0,-0.3260869565217391,0.0,0.0,0.0,357.0,-14.353013043478358,-22.894200000000005,-357.0,0.0,0.0,-0.0,0.0,0.0,31.509000000000004,724.4717111111111,427.01444444444445,-15.995155555555558,-1167.0,751.1892296308629,3687.2161226315548,-4253.624365305895,0.0,0.0,16.817000000000004,234.183,-163.6669869565217,-21.114,-251.0,252.7352,0.0,-0.0,0.0,0.0,3.8339999999999996,138.166,-248.9944444444444,-3.7407555555555567,-142.0
t3900,210.31570000000002,0.27599999999999997,-0.3260869565217391,0.0,0.0,24.128,352.872,-199.5282995794406,-10.737313464037612,-377.0,196.36130000000003,0.0,-0.0,0.0,0.0,78.848,931.7365260200193,35.17660790097105,-10.12243392099029,-1232.0,523.5404146671107,3504.3799992543272,-4437.656488683122,0.0,0.0,17.024,248.97600000000003,424.45482299160085,-14.71874822991601,-266.0,263.7328,0.0,-0.0,0.0,0.0,4.05,145.95,-260.1031313131313,-3.6296686868686874,-150.0
t3901,215.4946,0.0,-0.0,0.0,0.0,27.135000000000005,377.865,-199.34342916291627,-16.15117083708371,-405.0,114.44800000000001,0.0,-0.0,0.0,0.0,88.775,1236.225,-102.94435643564375,-11.503643564356437,-1325.0,456.6685999999999,3590.1756875330816,-4351.860800404368,0.0,0.0,19.162,266.83799999999997,326.13051287128724,-21.114,-286.0,29.835,0.0,-0.0,0.0,0.0,10.71046726013576,151.28953273986423,-23.842727272727238,-5.992272727272728,-162.0
t3902,73.325,0.27599999999999997,-0.3260869565217391,0.0,0.0,28.273999999999997,393.72599999999994,-60.51336304347828,-12.761549999999996,-422.0,194.7028,0.0,-0.0,0.0,0.0,92.326,1285.6739999999998,-187.49074316470688,-7.212056835293209,-1378.0,232.7635,3684.1717826292925,-4257.864705308157,0.0,0.0,19.831999999999997,276.16799999999995,362.0434226788642,-21.113999999999997,-296.0,123.69484069727666,0.0,-4.565217391304349,0.0,0.0,11.256,156.744,-114.03931647067905,-5.09030683529321,-168.0
t3903,30.4752,0.27599999999999997,-0.0,0.0,0.0,29.011000000000003,403.989,-30.446732673267306,-0.30446732673267307,-433.0,183.81060000000002,0.0,-0.0,0.0,0.0,94.73799999999999,1319.262,-181.99069306930699,-1.81990693069307,-1414.0,177.0006,1.196,-425.868742968721,0.0,0.0,20.368000000000002,99.62020887487682,436.9236583512699,-5.239724257425744,-304.0,228.30279999999996,3.8640000000000008,-4.565217391304349,0.0,0.0,11.524,160.476,-224.48623260869562,-3.1153500000000003,-172.0
t3904,0.66,0.0,-0.0,0.0,0.0,29.48,410.52,12.54604522249185,-13.206045222491841,-440.0,96.18700000000001,0.0,-0.0,0.0,0.0,96.078,1337.9219999999998,-95.23465346534654,-0.9523465346534653,-1434.0,246.54109999999997,3837.4702087162486,-4103.1532357429405,0.0,0.0,20.636000000000003,287.36400000000003,31.903477026692386,-12.76155,-308.0,74.80000000000001,0.0,-0.0,0.0,0.0,11.724999999999998,38.197720095999294,50.785131216162306,-0.507851312161623,-175.0
t3905,19.962600000000005,0.0,-0.3260869565217391,0.0,0.0,29.614,412.386,-19.4420921222557,-0.194420921222557,-442.0,8.4382,0.0,-0.0,0.0,0.0,96.681,998.2507365459035,346.41099729248043,-6.780933838383838,-1443.0,294.4603,0.0,-116.09614007016889,0.0,0.0,20.836999999999996,290.16299999999995,-169.81728900860858,-8.546870921222558,-311.0,161.8108,0.0,-0.0,0.0,0.0,11.792,164.208,-157.15161616161615,-4.659183838383838,-176.0
t3906,134.23590000000002,0.0,-0.0,0.0,0.0,29.412999999999997,325.0768013100599,-29.168714168376077,-20.556987141683766,-439.0,127.39830000000002,0.0,-0.0,0.0,0.0,96.078,1293.7534,-60.18025000000016,-23.049450000000004,-1434.0,125.11339999999998,3957.8060804553784,-3983.034407482071,0.0,0.0,20.703,0.0,207.18871416837615,-18.77678714168377,-309.0,124.77080000000001,3.8640000000000008,-0.0,0.0,0.0,11.724999999999998,163.27499999999998,-117.83974999999991,-10.79505,-175.0
t3907,3.5747999999999998,0.0,-0.0,0.0,0.0,29.279,407.721,-3.5394059405940723,-0.035394059405940724,-437.0,85.37610000000001,0.0,-0.0,0.0,0.0,95.74300000000001,1135.188306507651,113.83090251752381,-1.1383090251752386,-1429.0,172.5888,3371.2403224928257,-3259.7622321282124,0.0,0.0,20.636000000000003,287.36400000000003,-281.18425964930833,-2.8826307153049653,-308.0,0.0,0.0,-4.565217391304349,0.0,0.0,11.658,0.0,170.8927630723786,-3.985545681074263,-174.0
t3908,101.215,0.27599999999999997,-0.3260869565217391,0.0,0.0,28.944,403.056,-88.40336304347818,-12.76155,-432.0,70.43240000000002,0.0,-0.0,0.0,0.0,94.60400000000001,826.6272732313125,425.57342676868734,-5.237100000000001,-1412.0,157.9025,2757.866753273319,-2638.449826676823,0.0,0.0,20.368000000000002,283.63199999999995,-258.5344201608528,-18.785006435643567,-304.0,79.42200000000001,0.0,-0.0,0.0,0.0,11.524,160.476,-78.63564356435644,-0.7863564356435644,-172.0
t3909,1.32,0.27599999999999997,-0.0,0.0,0.0,28.273999999999997,393.72599999999994,11.16555000000008,-12.76155,-422.0,69.97,0.0,-0.0,0.0,0.0,92.46,985.7168559444548,238.98604184775988,-7.132897792214973,-1380.0,142.5895,2233.183933299263,-2179.366693659288,0.0,0.0,19.965999999999998,278.034,-175.76846053462864,-20.638279105346285,-298.0,76.006,3.8640000000000008,-0.0,0.0,0.0,11.323000000000002,157.67700000000002,-74.38313131313132,-5.486868686868688,-169.0
t3910,92.765,0.0,-0.3260869565217391,0.0,0.0,27.202,378.79800000000006,-74.1662656871781,-18.27264735630018,-406.0,67.727,0.0,-0.0,0.0,0.0,88.97600000000001,1002.1053816865913,186.34250329364406,-17.15088498023552,-1328.0,143.8455,1844.615969513222,-1930.0392921920877,0.0,0.0,19.229,267.77099999999996,-41.30423497141989,-17.1179423497142,-287.0,80.9592,0.0,-4.565217391304349,0.0,0.0,10.854000000000001,151.14600000000002,-70.87200263504606,-5.5219799736495405,-162.0
t3911,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,27.939,389.061,-0.6038743004735195,-0.006038743004735196,-417.0,71.67640000000002,0.0,-0.0,0.0,0.0,91.053,1267.947,-70.95477476632726,-0.7216252336727431,-1359.0,132.6938661775653,0.0,-17.239956012199187,0.0,0.0,19.563999999999997,0.0,158.56776750973114,-1.5856776750973114,-292.0,90.01160000000002,3.8640000000000008,-4.565217391304349,0.0,0.0,11.055,153.94500000000002,-87.00911844293036,-2.3012641657653194,-165.0
t3912,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,29.547,258.9316685006829,164.1465018190965,-12.235083363257791,-441.0,72.69800000000001,0.0,-0.0,0.0,0.0,95.944,1336.0559999999998,-61.48948678706272,-11.208513212937454,-1432.0,4.620000000000001,179.085836741423,-1.4130434782608694,0.0,0.0,20.502,285.49800000000005,-170.11741907243783,-12.175374190724378,-306.0,94.62320000000003,0.0,-0.0,0.0,0.0,11.591,0.0,67.46040404040403,-0.6746040404040403,-173.0
t3913,98.98599999999999,0.27599999999999997,-0.0,0.0,0.0,30.217000000000002,420.783,-89.12935,-10.13265,-451.0,177.39839999999998,0.0,-0.0,0.0,0.0,97.75300000000001,1234.2842189458834,-35.065868945882926,-15.36975,-1459.0,4.620000000000001,232.35187297330899,-0.0,0.0,0.0,20.77,0.0,58.155622986286986,-5.897495959595959,-310.0,94.96480000000001,3.8640000000000008,-0.0,0.0,0.0,11.792,0.0,66.03959595959594,-0.6603959595959594,-176.0
t3914,226.70000000000002,0.0,-0.0,0.0,0.0,30.418000000000003,144.66161536461635,67.4428591073763,-15.222474471992655,-454.0,77.37540000000003,0.0,-0.0,0.0,0.0,98.42300000000002,1370.5770000000002,-71.73618916437097,-5.639210835629018,-1469.0,55.934999999999995,1239.1314459653765,-986.0932396587349,0.0,0.0,20.904,0.0,-2.0003063066417193,-15.8769,-312.0,0.0,0.0,-0.0,0.0,0.0,11.859,165.141,6.29363636363639,-6.293636363636364,-177.0
t3915,126.66,0.0,-0.3260869565217391,0.0,0.0,29.881999999999998,416.118,-125.0830822212656,-1.250830822212656,-446.0,73.4846,0.0,-0.0,0.0,0.0,96.681,815.4826015514989,461.9715135843445,-4.619715135843445,-1443.0,149.34099999999998,834.6293180471532,-641.2113407260183,0.0,0.0,20.502,285.49800000000005,-336.8884313630789,-5.870545958056101,-306.0,99.23479999999999,0.0,-4.565217391304349,0.0,0.0,11.658,67.67241739130434,0.0,-0.0,-174.0
t3916,231.12,0.27599999999999997,-0.3260869565217391,0.0,0.0,28.676,0.0,169.9536231884058,-1.699536231884058,-428.0,85.21920000000001,0.0,-0.0,0.0,0.0,92.929,1027.6096905543927,186.50624435290442,-5.2641349072971595,-1387.0,245.68289407567212,542.721278790502,-535.1291521940052,0.0,0.0,19.765,275.235,-248.63214476903298,-4.642875903135875,-295.0,105.042,3.8640000000000008,-0.0,0.0,0.0,11.256,156.744,-107.82772277227723,-1.0782772277227723,-168.0
t3917,229.864,0.27599999999999997,-0.0,0.0,0.0,27.47,77.01578519368168,76.13557051143255,-0.7613557051143259,-410.0,4.0624,0.0,-0.0,0.0,0.0,89.177,1241.823,9.615755705114138,-13.678155705114326,-1331.0,407.9715532432376,0.0,-148.2945096353867,0.0,0.0,19.027999999999995,264.972,-251.32459360785109,-8.352450000000001,-284.0,0.0,0.0,-4.565217391304349,0.0,0.0,10.787,0.0,165.5732673913044,-10.79505,-161.0
t3918,128.11800000000002,0.0,-0.0,0.0,0.0,26.264,331.034584653465,-83.28393465346507,-10.13265,-392.0,149.69600000000003,0.0,-0.0,0.0,0.0,85.35800000000002,1188.6420000000003,-131.23433267326766,-18.461667326732673,-1274.0,175.60553197284312,578.4497873723974,-906.2658143990892,0.0,0.0,18.224,202.16394505384872,212.175,-8.352450000000001,-272.0,0.0,3.8640000000000008,-0.0,0.0,0.0,10.385,144.61499999999998,2.343267326732734,-6.207267326732673,-155.0
t3919,44.628,0.0,-0.3260869565217391,0.0,0.0,25.393,353.607,-21.407713043478218,-22.894200000000005,-379.0,162.8424,0.0,-0.0,0.0,0.0,82.611,1150.3890000000001,-145.18352503415778,-17.658874965842273,-1233.0,219.66031451878987,767.0633853073891,-1214.823441319588,0.0,0.0,17.688000000000002,246.312,249.21374149340903,-21.114,-264.0,120.87,0.0,-4.565217391304349,0.0,0.0,10.050000000000002,111.67219577291962,-82.62250341577301,-5.40447496584227,-150.0
t3920,55.6908,0.27599999999999997,-0.3260869565217391,0.0,0.0,24.589000000000002,0.0,309.66448695652196,-22.8942,-367.0,518.1151000000001,0.0,-0.0,0.0,0.0,80.19900000000001,853.8427864330384,-238.21204198859363,-16.944844444444445,-1197.0,603.9210294825422,1028.2265607328993,-1693.6067008030689,0.0,0.0,17.219,239.781,82.57311058762728,-21.114,-257.0,158.71600000000004,0.0,-0.0,0.0,0.0,9.781999999999998,136.218,-154.02555555555557,-4.690444444444444,-146.0
t3921,126.47749999999999,0.0,-0.0,0.0,0.0,24.522000000000002,341.478,-125.22524752475248,-1.2522524752475248,-366.0,433.8219695879324,0.0,-0.0,0.0,0.0,80.13199999999999,1115.868,-420.90516958793256,-12.9168,-1196.0,179.67301451878987,1.196,-803.9354270266908,0.0,0.0,17.219,239.781,629.7476410479168,-6.6812285400158835,-257.0,87.6248,3.8640000000000008,-0.0,0.0,0.0,9.715,135.285,-83.61722393523169,-7.871576064768357,-145.0
t3922,130.25360000000003,0.27599999999999997,-0.3260869565217391,0.0,0.0,23.718,330.282,-107.30931304347818,-22.8942,-354.0,310.02439999999996,0.0,-0.0,0.0,0.0,77.653,1081.347,-294.65465000000006,-15.369750000000002,-1159.0,494.4318936933577,0.0,-993.8849067368358,0.0,0.0,16.75,233.24999999999997,520.5670130434783,-21.114,-250.0,121.71839999999999,0.0,-0.0,0.0,0.0,9.513999999999998,132.486,-118.60304999999998,-3.1153500000000003,-142.0
t3923,32.2956,0.27599999999999997,-0.0,0.0,0.0,24.388,339.61199999999997,-32.24910891089107,-0.32249108910891067,-364.0,521.2191,0.0,-0.0,0.0,0.0,79.86399999999999,1096.7892698349817,-500.402191752507,-5.4701780824749315,-1192.0,352.0157208880802,2953.947842057167,-3928.8290357505257,0.0,0.0,17.219,239.781,629.1570432376556,-6.291570432376554,-257.0,233.6888,0.0,-0.0,0.0,0.0,9.781999999999998,0.0,-96.50574257425744,-0.9650574257425744,-146.0
t3924,183.43830000000003,0.0,-0.0,0.0,0.0,26.264,365.736,-181.6220792079208,-1.816220792079208,-392.0,604.7766999999999,0.0,-0.0,0.0,0.0,85.89399999999999,851.4414836349587,-253.94033866415862,-6.171844970800006,-1282.0,322.614,3325.360895859245,-4079.1816895526035,0.0,0.0,18.492,257.50800000000004,435.5624178720794,-4.355624178720798,-276.0,145.548,0.0,-0.0,0.0,0.0,10.452,0.0,0.0,-0.0,-156.0
t3925,187.0656,0.0,-0.0,0.0,0.0,27.871999999999996,388.128,-165.14881188118812,-21.916788118811883,-416.0,278.90360000000004,0.0,-0.0,0.0,0.0,90.98600000000002,1262.028210130369,-256.21465669734204,-17.703153433026582,-1358.0,83.1468,0.0,-545.5369270266917,0.0,0.0,19.563999999999997,272.436,482.5267151455036,-20.13658811881188,-292.0,66.61200000000001,0.0,-0.0,0.0,0.0,11.055,153.94500000000002,-61.16324656697342,-5.448753433026581,-165.0
t3926,183.17950000000002,0.0,-0.3260869565217391,0.0,0.0,28.609,398.3910000000001,-181.04298321136463,-1.8104298321136463,-427.0,88.3357,0.0,-0.0,0.0,0.0,93.46499999999999,1301.5349999999999,-87.06146554259381,-1.2742344574061362,-1395.0,159.2865,3769.8283188611763,-4169.5991255980125,0.0,0.0,20.100000000000005,234.98172227239814,288.2854388529683,-2.8828543885296836,-300.0,178.99280000000002,0.0,-0.0,0.0,0.0,11.39,0.0,-20.180990099009893,-0.20180990099009893,-170.0
t3927,172.50199999999998,0.0,-0.0,0.0,0.0,28.944,367.8192091354269,-118.83222078198186,-18.43298835344501,-432.0,79.596,0.0,-0.0,0.0,0.0,94.53699999999999,1316.4630000000002,-59.38088063241093,-20.215119367588937,-1411.0,294.5177,1.196,-284.2720763020543,0.0,0.0,20.368000000000002,283.63199999999995,5.211164655499534,-16.652788353445004,-304.0,0.0,0.0,-4.565217391304349,0.0,0.0,11.524,0.0,173.00193675889324,-7.960719367588933,-172.0
t3928,157.3301,0.27599999999999997,-0.0,0.0,0.0,29.144999999999996,405.85499999999996,-135.9809900990099,-21.625109900990097,-435.0,138.84109999999998,0.0,-0.0,0.0,0.0,95.27400000000002,1236.7125999999998,-25.77825000000017,-23.049450000000004,-1422.0,11.549999999999999,0.0,-172.55362702669208,0.0,0.0,20.502,152.3455468286723,314.0009900990099,-19.8449099009901,-306.0,159.1728,3.8640000000000008,-0.0,0.0,0.0,11.591,161.409,-152.2417499999999,-10.79505,-173.0
t3929,74.70025061035355,0.0,-0.3260869565217391,0.0,0.0,29.346,0.0,357.1740363461682,-22.8942,-438.0,71.7104,0.0,-0.0,0.0,0.0,95.87700000000001,1335.123,-54.36077154150218,-17.349628458498028,-1431.0,222.76219999999998,0.0,-12.382089345531544,0.0,0.0,20.636000000000003,287.36400000000003,-189.2661106544684,-21.114,-308.0,123.2076,0.0,-4.565217391304349,0.0,0.0,11.724999999999998,163.27499999999998,-113.54715415019758,-5.095228458498024,-175.0
t3930,120.566,0.0,-0.0,0.0,0.0,28.944,318.46856844083385,-21.526997733763096,-14.451570707070706,-432.0,24.0196,0.0,-0.0,0.0,0.0,94.73799999999999,1319.262,-9.412779292929386,-14.606820707070707,-1414.0,184.26949999999997,3998.0685087162483,-3941.3589357429405,0.0,0.0,20.435000000000002,0.0,64.69992702669258,-21.114,-305.0,40.691199999999995,3.8640000000000008,-0.0,0.0,0.0,11.591,161.409,-33.7601500000001,-10.79505,-173.0
t3931,101.7591,0.27599999999999997,-0.0,0.0,0.0,28.81,401.19,-92.85960000468214,-9.175499995317873,-430.0,65.85210000000001,0.0,-0.0,0.0,0.0,94.269,1275.6732482294472,-18.505200231765272,-10.289147997682349,-1407.0,141.26999999999998,3407.521388333784,-3251.819315360475,0.0,0.0,20.301,0.0,-3.7612603696132036,-10.511812603696134,-303.0,46.5012,0.0,-0.0,0.0,0.0,11.524,0.0,115.1260606060606,-1.151260606060606,-172.0
t3932,94.962,0.0,-0.3260869565217391,0.0,0.0,28.542,0.0,319.83451732760074,-17.01243037107916,-426.0,58.689400000000006,0.0,-0.0,0.0,0.0,93.398,1186.0948356236354,76.79650497042401,-20.97874059405941,-1394.0,6.930000000000001,2752.3398685211064,-2596.7706752579434,0.0,0.0,20.167,280.833,-147.2669628920842,-15.23223037107916,-301.0,258.0884,0.0,-0.0,0.0,0.0,11.457,159.54299999999998,-249.36405940594054,-8.724340594059406,-171.0
t3933,0.66,0.27599999999999997,-0.3260869565217391,0.0,0.0,27.871999999999996,388.128,16.803758869008647,-17.413671912486876,-416.0,55.55180000000001,0.0,-0.0,0.0,0.0,91.053,930.0257849470538,298.8517987163126,-16.48238366336634,-1359.0,131.14499999999998,2197.906699538323,-2112.1413863771486,0.0,0.0,0.525842091789519,292.4741579082105,-204.39219124868757,-12.518121912486878,-293.0,112.376,0.0,-0.0,0.0,0.0,11.122000000000002,154.87800000000001,-111.26336633663367,-1.1126336633663367,-166.0
t3934,84.991,0.27599999999999997,-0.3260869565217391,0.0,0.0,26.666000000000004,371.33400000000006,-67.70793118137897,-17.232981862099255,-398.0,54.067600000000006,0.0,-0.0,0.0,0.0,87.30099999999999,1215.699,-31.018150000000077,-23.049450000000004,-1303.0,124.14150000000001,1787.7164694296189,-1861.2985254418172,0.0,0.0,18.894,102.78752408422298,125.21181379007473,-15.452781862099252,-282.0,41.846000000000004,0.0,-4.565217391304349,0.0,0.0,10.72,149.28,-26.485732608695688,-10.79505,-160.0
t3935,82.95500000000001,0.27599999999999997,-0.3260869565217391,0.0,0.0,27.537000000000003,133.76466036002478,179.554976596497,-12.76155,-411.0,5.840999999999999,0.0,-0.0,0.0,0.0,89.78,1250.22,7.07579999999991,-12.9168,-1340.0,152.15750000000003,1574.2070719339542,-1554.776727946153,0.0,0.0,19.295999999999996,268.70400000000006,-150.47384398780127,-21.113999999999997,-288.0,47.653200000000005,3.8640000000000008,-4.565217391304349,0.0,0.0,10.988000000000001,153.012,-36.15693260869563,-10.79505,-164.0
t3936,80.58900000000001,0.27599999999999997,-0.3260869565217391,0.0,0.0,28.207000000000004,392.79299999999995,-79.74149806284977,-0.7974149806284977,-421.0,56.15560000000001,0.0,-0.0,0.0,0.0,91.723,874.7715499999999,354.0295499999999,-7.679700000000001,-1369.0,138.44747365461558,1317.159022533624,-1219.900229270461,0.0,0.0,19.631,273.36899999999997,-231.79350193715024,-3.9127649806284976,-293.0,53.2896,0.0,-0.0,0.0,0.0,11.189,155.811,-42.49454999999991,-10.79505,-167.0
t3937,1.6500000000000004,0.27599999999999997,-0.3260869565217391,0.0,0.0,28.944,145.4310454369349,258.6111530500877,-2.5861115305008764,-432.0,5.549999999999999,0.0,-0.0,0.0,0.0,93.934,1308.0660000000003,4.875445544554379,-10.425445544554455,-1402.0,184.7835,175.16987732113387,-0.0,0.0,0.0,20.032999999999998,139.54107267886607,-212.175,-8.352450000000001,-299.0,57.73040000000001,3.8640000000000008,-4.565217391304349,0.0,0.0,11.39,158.61,-51.31159859464207,-5.717584014053579,-170.0
