Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,9.770769449873741,0.0,0.0,0.0,0.35390645336158766,0.0,0.0,0.0,3.0351427713256403,0.0,0.0,0.0,0.0,42.32415133905466,0.0,0.0,9.094257353432061,0.0,0.0,0.0,9.28160196417412,0.0,0.0,0.0,0.0,0.0,12.364642054288593,99.68365116378047,0.0,0.0,0.0,0.0,0.0,25.580194226195083,71.89462514631511,0.0,0.0,0.0,0.0,0.0,36.97799335002494,103.93090263807578,0.0,0.0,0.0,0.0,0.0,38.40520637601915,89.70220806625454,552.3992523521755
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42137819977420465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64929999974835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.68819308872115,0.0,0.0,0.0,0.0,0.0,0.0,86.03627768536768,0.0,0.0,0.0,0.0,0.0,0.0,124.2751005903942,0.0,0.0,0.0,0.0,0.0,0.0,128.48378769495343,508.55403725895906
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375619997703882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.29764999974425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.24663009213351,0.0,0.0,0.0,0.0,0.0,0.0,88.83627488815002,0.0,0.0,0.0,0.0,0.0,0.0,127.74163059291917,0.0,0.0,0.0,0.0,0.0,0.0,131.8963716974788,524.4561192701962
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471523997681265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.79614999974055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.94792609415565,0.0,0.0,0.0,0.0,0.0,0.0,91.38172689067945,0.0,0.0,0.0,0.0,0.0,0.0,129.30156909405542,0.0,0.0,0.0,0.0,0.0,0.0,134.96769729975162,535.8422217781508
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44595359976841165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.21972499973703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.61026409390287,0.0,0.0,0.0,0.0,0.0,0.0,93.79990629308239,0.0,0.0,0.0,0.0,0.0,0.0,127.74163059291915,0.0,0.0,0.0,0.0,0.0,0.0,138.03902290202444,540.8565024814343
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519475997670016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16777499973221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.2985740951667,0.0,0.0,0.0,0.0,0.0,0.0,97.1089938963706,0.0,0.0,0.0,0.0,0.0,0.0,128.78158959367667,0.0,0.0,0.0,0.0,0.0,0.0,141.28097770442352,552.0898578891367
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4597397997651704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.69224999973092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.4933770968097,0.0,0.0,0.0,0.0,0.0,0.0,97.99990209725591,0.0,0.0,0.0,0.0,0.0,0.0,131.55481359569666,0.0,0.0,0.0,0.0,0.0,0.0,141.9634945049286,559.163577094187
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4651343997639068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.84209999973055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.01285609794715,0.0,0.0,0.0,0.0,0.0,0.0,98.25444729750886,0.0,0.0,0.0,0.0,0.0,0.0,132.94142559670667,0.0,0.0,0.0,0.0,0.0,0.0,140.76909010404472,561.2850534957018
t8,0.0,0.0,0.0,0.0,0.0,0.0,4.177817999844432,0.0,0.0,0.0,0.46753199976334014,0.0,0.0,0.0,1.3396589998537825,0.0,0.0,0.0,0.0,56.193749999734635,0.0,0.0,4.63815719983211,0.0,0.0,0.0,4.2257699998492,0.0,0.0,0.0,0.0,0.0,5.45753701125032,131.6881800984527,0.0,0.0,0.0,0.0,0.0,13.046140813262932,95.45445009472651,0.0,0.0,0.0,0.0,0.0,15.811173010598663,134.67469059796915,0.0,0.0,0.0,0.0,0.0,17.485297211746122,137.35650610151936,622.0166611384033
