Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
t18,-4351.698272841536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.98580106232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.98254715125,0.0,0.0,0.0,-4354.888281881131,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917939363,0.0,0.0,0.0,0.0,0.0,0.0,-4328.440534199433,0.0,0.0,0.0,0.0,0.0,0.0,-4400.054274324747,0.0,0.0,0.0,0.0,0.0,0.0
t19,-4351.69827695713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.9858020158945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982547466542,0.0,0.0,0.0,-4354.9408953811735,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917939818,0.0,0.0,0.0,0.0,0.0,0.0,-4328.493934387607,0.0,0.0,0.0,0.0,0.0,0.0,-4400.09802057622,0.0,0.0,0.0,0.0,0.0,0.0
t20,-4351.698280845824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985802921506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982547766143,0.0,0.0,0.0,-4354.990244167001,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917940102,0.0,0.0,0.0,0.0,0.0,0.0,-4328.54460733724,0.0,0.0,0.0,0.0,0.0,0.0,-4400.139394710982,0.0,0.0,0.0,0.0,0.0,0.0
t21,-4351.6982845261855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985803782796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.9825480512345,0.0,0.0,0.0,-4355.036748786891,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917940358,0.0,0.0,0.0,0.0,0.0,0.0,-4328.592690410042,0.0,0.0,0.0,0.0,0.0,0.0,-4400.17852480949,0.0,0.0,0.0,0.0,0.0,0.0
t22,-4351.698288014011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985804602912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982548322835,0.0,0.0,0.0,-4355.080738931387,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917940603,0.0,0.0,0.0,0.0,0.0,0.0,-4328.638316134847,0.0,0.0,0.0,0.0,0.0,0.0,-4400.215555331975,0.0,0.0,0.0,0.0,0.0,0.0
t23,-4351.698291322898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985805384601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982548581837,0.0,0.0,0.0,-4355.122350084356,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917940839,0.0,0.0,0.0,0.0,0.0,0.0,-4328.681599712245,0.0,0.0,0.0,0.0,0.0,0.0,-4400.250601034451,0.0,0.0,0.0,0.0,0.0,0.0
t24,-4351.698294464779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985806130287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982548829027,0.0,0.0,0.0,-4355.161669081473,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917941066,0.0,0.0,0.0,0.0,0.0,0.0,-4328.72264632626,0.0,0.0,0.0,0.0,0.0,0.0,-4400.283758027668,0.0,0.0,0.0,0.0,0.0,0.0
t25,-4351.6982974503235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985806842139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982549065108,0.0,0.0,0.0,-4355.198829697769,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917941287,0.0,0.0,0.0,0.0,0.0,0.0,-4328.761567305502,0.0,0.0,0.0,0.0,0.0,0.0,-4400.315111234175,0.0,0.0,0.0,0.0,0.0,0.0
t26,-4351.698300289072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985807522099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982549290712,0.0,0.0,0.0,-4355.233967818572,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917941505,0.0,0.0,0.0,0.0,0.0,0.0,-4328.798452466198,0.0,0.0,0.0,0.0,0.0,0.0,-4400.344725541748,0.0,0.0,0.0,0.0,0.0,0.0
t27,-4351.698302989595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985808171913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982549506408,0.0,0.0,0.0,-4355.267189120918,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917941718,0.0,0.0,0.0,0.0,0.0,0.0,-4328.8333763714145,0.0,0.0,0.0,0.0,0.0,0.0,-4400.372656697555,0.0,0.0,0.0,0.0,0.0,0.0
t28,-4351.698305559643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985808793161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982549712706,0.0,0.0,0.0,-4355.298546886786,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917941928,0.0,0.0,0.0,0.0,0.0,0.0,-4328.8663893253715,0.0,0.0,0.0,0.0,0.0,0.0,-4400.398934755688,0.0,0.0,0.0,0.0,0.0,0.0
t29,-4351.698308006251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.9858093872745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982549910075,0.0,0.0,0.0,-4355.3280125695255,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917942138,0.0,0.0,0.0,0.0,0.0,0.0,-4328.897494995174,0.0,0.0,0.0,0.0,0.0,0.0,-4400.423532130825,0.0,0.0,0.0,0.0,0.0,0.0
t30,-4351.698310335815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985809955563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982550098941,0.0,0.0,0.0,-4355.35540113248,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917942345,0.0,0.0,0.0,0.0,0.0,0.0,-4328.926602497869,0.0,0.0,0.0,0.0,0.0,0.0,-4400.446325523289,0.0,0.0,0.0,0.0,0.0,0.0
t31,-4351.698312554233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.98581049922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.98255027969,0.0,0.0,0.0,-4355.3801563635425,0.0,0.0,0.0,0.0,0.0,0.0,-5043.64691794255,0.0,0.0,0.0,0.0,0.0,0.0,-4328.953143278768,0.0,0.0,0.0,0.0,0.0,0.0,-4400.466583863601,0.0,0.0,0.0,0.0,0.0,0.0
t32,-4351.698314666812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985811019311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982550452668,0.0,0.0,0.0,-4355.402816680814,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917942755,0.0,0.0,0.0,0.0,0.0,0.0,-4328.97781414219,0.0,0.0,0.0,0.0,0.0,0.0,-4400.484983420178,0.0,0.0,0.0,0.0,0.0,0.0
t33,-4351.698316678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985811516826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982550618205,0.0,0.0,0.0,-4355.4250483598535,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917942958,0.0,0.0,0.0,0.0,0.0,0.0,-4329.0023942589905,0.0,0.0,0.0,0.0,0.0,0.0,-4400.503638103397,0.0,0.0,0.0,0.0,0.0,0.0
t34,-4351.698318592486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985811992697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.9825507766,0.0,0.0,0.0,-4355.446806922761,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917943163,0.0,0.0,0.0,0.0,0.0,0.0,-4329.0265485907885,0.0,0.0,0.0,0.0,0.0,0.0,-4400.522130608702,0.0,0.0,0.0,0.0,0.0,0.0
t35,-4351.698320414835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985812447835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982550928148,0.0,0.0,0.0,-4355.468057025962,0.0,0.0,0.0,0.0,0.0,0.0,-5043.64691794337,0.0,0.0,0.0,0.0,0.0,0.0,-4329.049965394263,0.0,0.0,0.0,0.0,0.0,0.0,-4400.540179789751,0.0,0.0,0.0,0.0,0.0,0.0
t36,-4351.698322149063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985812883046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551073113,0.0,0.0,0.0,-4355.4887173523075,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917943577,0.0,0.0,0.0,0.0,0.0,0.0,-4329.072500623682,0.0,0.0,0.0,0.0,0.0,0.0,-4400.557649091308,0.0,0.0,0.0,0.0,0.0,0.0
t37,-4351.698323798717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985813299055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551211733,0.0,0.0,0.0,-4355.5086377669595,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917943787,0.0,0.0,0.0,0.0,0.0,0.0,-4329.094108147357,0.0,0.0,0.0,0.0,0.0,0.0,-4400.574487458868,0.0,0.0,0.0,0.0,0.0,0.0
t38,-4351.698325366983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985813696523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551344221,0.0,0.0,0.0,-4355.527613088994,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917944,0.0,0.0,0.0,0.0,0.0,0.0,-4329.114810747013,0.0,0.0,0.0,0.0,0.0,0.0,-4400.590664753577,0.0,0.0,0.0,0.0,0.0,0.0
t39,-4351.698326856803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985814076065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.9825514707845,0.0,0.0,0.0,-4355.545486303252,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917944217,0.0,0.0,0.0,0.0,0.0,0.0,-4329.134657235113,0.0,0.0,0.0,0.0,0.0,0.0,-4400.606185151527,0.0,0.0,0.0,0.0,0.0,0.0
t40,-4351.698328271054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985814438268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.9825515916145,0.0,0.0,0.0,-4355.562392314982,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917944441,0.0,0.0,0.0,0.0,0.0,0.0,-4329.153675440002,0.0,0.0,0.0,0.0,0.0,0.0,-4400.621062655669,0.0,0.0,0.0,0.0,0.0,0.0
t41,-4351.698329612343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.98581478367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551706887,0.0,0.0,0.0,-4355.578486193922,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917944668,0.0,0.0,0.0,0.0,0.0,0.0,-4329.1718576964695,0.0,0.0,0.0,0.0,0.0,0.0,-4400.635285268961,0.0,0.0,0.0,0.0,0.0,0.0
t42,-4351.698330883034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985815112767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551816761,0.0,0.0,0.0,-4355.593885521114,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917944888,0.0,0.0,0.0,0.0,0.0,0.0,-4329.18920441544,0.0,0.0,0.0,0.0,0.0,0.0,-4400.648845636705,0.0,0.0,0.0,0.0,0.0,0.0
t43,-4351.698332085424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985815426048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982551921399,0.0,0.0,0.0,-4355.608671761813,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917945099,0.0,0.0,0.0,0.0,0.0,0.0,-4329.205774743764,0.0,0.0,0.0,0.0,0.0,0.0,-4400.661687456627,0.0,0.0,0.0,0.0,0.0,0.0
t44,-4351.698333222046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985815723977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.98255202094,0.0,0.0,0.0,-4355.622086458614,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917945301,0.0,0.0,0.0,0.0,0.0,0.0,-4329.221112657527,0.0,0.0,0.0,0.0,0.0,0.0,-4400.673391690142,0.0,0.0,0.0,0.0,0.0,0.0
t45,-4351.698334294952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985816006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982552115535,0.0,0.0,0.0,-4355.634594970102,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917945502,0.0,0.0,0.0,0.0,0.0,0.0,-4329.235492789768,0.0,0.0,0.0,0.0,0.0,0.0,-4400.684227240529,0.0,0.0,0.0,0.0,0.0,0.0
t46,-4351.6983353060705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.985816275501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.982552205316,0.0,0.0,0.0,-4355.64637693167,0.0,0.0,0.0,0.0,0.0,0.0,-5043.646917945701,0.0,0.0,0.0,0.0,0.0,0.0,-4329.248994762573,0.0,0.0,0.0,0.0,0.0,0.0,-4400.694304054752,0.0,0.0,0.0,0.0,0.0,0.0
