Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,9.770769441633043,0.0,0.0,0.0,0.353906435454225,0.0,0.0,0.0,3.0351427633527446,0.0,0.0,0.0,0.0,42.324151321211765,0.0,0.0,9.094257343799866,0.0,0.0,0.0,9.281601954434139,0.0,0.0,0.0,0.0,0.0,12.364644758952615,99.68365899348937,0.0,0.0,0.0,0.0,0.0,25.58019698222371,71.89463264032753,0.0,0.0,0.0,0.0,0.0,36.97799598453531,103.93091059196742,0.0,0.0,0.0,0.0,0.0,38.405209111084396,71.82361745580153,534.5206957782676
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42137818098859997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64929998101425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.68820241368559,0.0,0.0,0.0,0.0,0.0,0.0,86.03628665606638,0.0,0.0,0.0,0.0,0.0,0.0,124.27511010384679,0.0,0.0,0.0,0.0,0.0,0.0,102.87562163873659,482.9458989743382
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43756198077405467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.29764998083251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.24663977574974,0.0,0.0,0.0,0.0,0.0,0.0,88.83628415122732,0.0,0.0,0.0,0.0,0.0,0.0,127.74164037210848,0.0,0.0,0.0,0.0,0.0,0.0,105.60804186853638,498.16781812922846
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471523806468572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.796149980667344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.94793599030449,0.0,0.0,0.0,0.0,0.0,0.0,91.38173641955542,0.0,0.0,0.0,0.0,0.0,0.0,129.30157899282636,0.0,0.0,0.0,0.0,0.0,0.0,108.0672200753561,508.94177383935653
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44595358066269025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.219724980510556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.61027396348459,0.0,0.0,0.0,0.0,0.0,0.0,93.79991607446712,0.0,0.0,0.0,0.0,0.0,0.0,127.74164037210713,0.0,0.0,0.0,0.0,0.0,0.0,110.52639828217586,513.3439072534079
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519475805831928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16777498029634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.29858409758212,0.0,0.0,0.0,0.0,0.0,0.0,97.1090040232937,0.0,0.0,0.0,0.0,0.0,0.0,128.78159945258616,0.0,0.0,0.0,0.0,0.0,0.0,113.12219750048557,523.9311076348271
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45973978047987574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.69224998023865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.4933872719086,0.0,0.0,0.0,0.0,0.0,0.0,97.99991231720853,0.0,0.0,0.0,0.0,0.0,0.0,131.55482366719735,0.0,0.0,0.0,0.0,0.0,0.0,113.66868154644544,530.8687945634784
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46513438040835514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8420999802222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.01286639259607,0.0,0.0,0.0,0.0,0.0,0.0,98.25445754404134,0.0,0.0,0.0,0.0,0.0,0.0,132.94143577450308,0.0,0.0,0.0,0.0,0.0,0.0,112.71233446601542,533.2283285377864
t8,0.0,0.0,0.0,0.0,0.0,0.0,4.177817985629764,0.0,0.0,0.0,0.4675319803764806,0.0,0.0,0.0,1.339658985728162,0.0,0.0,0.0,0.0,56.19374998040251,0.0,0.0,4.638157184740074,0.0,0.0,0.0,4.225769984930874,0.0,0.0,0.0,0.0,0.0,5.45753819443477,131.68819044622532,0.0,0.0,0.0,0.0,0.0,13.04614220867401,95.45446004888025,0.0,0.0,0.0,0.0,0.0,15.811174126391606,134.6747009086341,0.0,0.0,0.0,0.0,0.0,17.485298446498277,109.97991423621518,594.6401047177615
