Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,2.7037868181403433e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.253126700883213e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1320566176595127e-8,0.0,0.0,0.0,2.677099539027168e-8,0.0,0.0,0.0,0.0,0.0,0.0,8.869634834288328e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.1919883107532576e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0030705660106554e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.6848092035902983e-7
t1,2.7322013380272287e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.284051237284743e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13060385705188e-8,0.0,0.0,0.0,2.518750304884156e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.526461702194193e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.355003947544391e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.1003508445979664e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.7073607699609784e-7
t2,2.7373382781508165e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2935895788420075e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1451718559530485e-8,0.0,0.0,0.0,2.5763121713604876e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.408354952563478e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.3087218011836776e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0746294910860546e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.707659867183244e-7
t3,2.7344884249857802e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2912828640595927e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1473952800190912e-8,0.0,0.0,0.0,2.612127153195128e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.300711832575272e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.280410762907311e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0592198991008117e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.705499556752524e-7
t4,2.7288420093123895e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2851350320087206e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1468381460492714e-8,0.0,0.0,0.0,2.6385330413655316e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.205980487669212e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.260324166151669e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0501358220047603e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.7030406265659262e-7
t5,2.7233390850525477e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.279091203571898e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1450418100185926e-8,0.0,0.0,0.0,2.6577263841490243e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.124558862336222e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.249146799464788e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0447019871081556e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.7011503155598628e-7
t6,2.7191706120123174e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.274360069858499e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1432037347634823e-8,0.0,0.0,0.0,2.6702247528383837e-8,0.0,0.0,0.0,0.0,0.0,0.0,9.053690819619442e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.247348241498398e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0427565405820903e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.7002433033515113e-7
t7,2.716618175698825e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.270836564800756e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1413091222067978e-8,0.0,0.0,0.0,2.676489310231114e-8,0.0,0.0,0.0,0.0,0.0,0.0,8.992606615255874e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.252152613640336e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.044080555872626e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.7000747003976042e-7
t8,2.7135186468420457e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2689426966681035e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1414883875505625e-8,0.0,0.0,0.0,2.6729718883535056e-8,0.0,0.0,0.0,0.0,0.0,0.0,8.933471491160857e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.210258377089048e-8,0.0,0.0,0.0,0.0,0.0,0.0,2.0053998385328885e-8,0.0,0.0,0.0,0.0,0.0,0.0,1.690592698415224e-7
