Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
t1,0.27519589501077535,5.679849936841476,0.0,0.0,0.0,0.0,0.0,31.74981281632254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269413958005822,39.60248333495944,0.0,0.0,0.0,0.0,0.0,0.0,4.108789874987797,0.0,0.0,0.0,72244.60015146773,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438755736103185,0.0,0.0,0.0,0.0,0.0,0.0,0.00011930869279458077,0.0,0.0,0.0,0.0,0.0,0.0,0.00011268504533933372,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.27360481790013713,5.346104313349435,0.0,0.0,0.0,0.0,0.0,29.27178758971783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2526722085411044,36.39480394535994,0.0,0.0,0.0,0.0,0.0,0.0,4.058909609758032,0.0,0.0,0.0,71767.20193317928,0.0,0.0,0.0,0.0,0.0,0.0,0.00014114602249576874,0.0,0.0,0.0,0.0,0.0,0.0,0.0001172699533776022,0.0,0.0,0.0,0.0,0.0,0.0,0.00011081766168401286,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.2733903532061982,5.1287446765095455,0.0,0.0,0.0,0.0,0.0,27.464576118092168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2393638820732111,34.01287862037892,0.0,0.0,0.0,0.0,0.0,0.0,4.019233813220556,0.0,0.0,0.0,71342.72230107154,0.0,0.0,0.0,0.0,0.0,0.0,0.00013898387225008734,0.0,0.0,0.0,0.0,0.0,0.0,0.00011561103590005357,0.0,0.0,0.0,0.0,0.0,0.0,0.00010928556850532954,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.27336602221775996,4.966839005706414,0.0,0.0,0.0,0.0,0.0,25.928201301522268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2278123961024372,31.955637512982104,0.0,0.0,0.0,0.0,0.0,0.0,3.9847213222883435,0.0,0.0,0.0,70978.76924806436,0.0,0.0,0.0,0.0,0.0,0.0,0.0001370965755158128,0.0,0.0,0.0,0.0,0.0,0.0,0.00011414778019370869,0.0,0.0,0.0,0.0,0.0,0.0,0.00010794660908031715,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.27334034853473693,4.83738278462025,0.0,0.0,0.0,0.0,0.0,24.51345325523419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2173814024940441,30.044574163529433,0.0,0.0,0.0,0.0,0.0,0.0,3.953487363292535,0.0,0.0,0.0,70678.00038957784,0.0,0.0,0.0,0.0,0.0,0.0,0.00013538170310468706,0.0,0.0,0.0,0.0,0.0,0.0,0.00011280862379680752,0.0,0.0,0.0,0.0,0.0,0.0,0.000106730525517064,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.27321813010174106,4.734095421152604,0.0,0.0,0.0,0.0,0.0,23.43995657431467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2077465498880517,28.66639240804354,0.0,0.0,0.0,0.0,0.0,0.0,3.9245787931100002,0.0,0.0,0.0,70475.30538591018,0.0,0.0,0.0,0.0,0.0,0.0,0.0001337780426477071,0.0,0.0,0.0,0.0,0.0,0.0,0.00011154953747599765,0.0,0.0,0.0,0.0,0.0,0.0,0.00010559398722705517,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.2726947923171273,4.662506205690103,0.0,0.0,0.0,0.0,0.0,23.034793598578805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1987212874041238,28.26815011582831,0.0,0.0,0.0,0.0,0.0,0.0,3.89746608477178,0.0,0.0,0.0,70342.53102724464,0.0,0.0,0.0,0.0,0.0,0.0,0.0001322330169948026,0.0,0.0,0.0,0.0,0.0,0.0,0.00011033094403377663,0.0,0.0,0.0,0.0,0.0,0.0,0.00010450263833263844,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.2724342766111994,4.71372509041365,0.0,0.0,0.0,0.0,0.0,24.128946141860737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.190218127928298,29.778978974954768,0.0,0.0,0.0,0.0,0.0,0.0,3.872236527524307,0.0,0.0,0.0,70306.876006459,0.0,0.0,0.0,0.0,0.0,0.0,0.00013062505347935982,0.0,0.0,0.0,0.0,0.0,0.0,0.00010905072983326024,0.0,0.0,0.0,0.0,0.0,0.0,0.00010334023599668618,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.2734950920541353,4.871813700316347,0.0,0.0,0.0,0.0,0.0,25.624619251422025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1821872690063178,31.716756708958968,0.0,0.0,0.0,0.0,0.0,0.0,3.84900257672697,0.0,0.0,0.0,70447.91709941856,0.0,0.0,0.0,0.0,0.0,0.0,0.00012878916762753694,0.0,0.0,0.0,0.0,0.0,0.0,0.00010756156398933287,0.0,0.0,0.0,0.0,0.0,0.0,0.00010198102863154173,0.0,0.0,0.0,0.0,0.0,0.0
