Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,0.26997865179093605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3040903833414644e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0846744446542665e-9,0.0,0.0,0.0,42.88186029801211,0.0,0.0,0.0,0.0,0.0,0.0,4.849909062074723e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.290936743007746e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.8845276143026365e-9,0.0,0.0,0.0,0.0,0.0,0.0,43.15183896721719
t1,0.27989883171258684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2010140048790637e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078363271245323e-9,0.0,0.0,0.0,82.76642916374189,0.0,0.0,0.0,0.0,0.0,0.0,5.1359693300661704e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.180267230862665e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.2931903680425796e-9,0.0,0.0,0.0,0.0,0.0,0.0,83.04632801334328
t2,0.27139297588287215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.179584088645999e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0590218422614164e-9,0.0,0.0,0.0,58.6771529304597,0.0,0.0,0.0,0.0,0.0,0.0,5.078887646234525e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.184796794502373e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.02034339965321e-9,0.0,0.0,0.0,0.0,0.0,0.0,58.948545923865204
t3,0.27187102886310016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1792126844654182e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0536386750340004e-9,0.0,0.0,0.0,52.72376030252167,0.0,0.0,0.0,0.0,0.0,0.0,4.987685848368732e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.196641294999359e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.898822767328183e-9,0.0,0.0,0.0,0.0,0.0,0.0,52.995631348700776
t4,0.2719140711713821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.183547127295082e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.051484588150666e-9,0.0,0.0,0.0,50.623003243189935,0.0,0.0,0.0,0.0,0.0,0.0,4.783207855366134e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.172824921375433e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.9085934138553066e-9,0.0,0.0,0.0,0.0,0.0,0.0,50.894917331460974
t5,0.2718954005653819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1894100905512265e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.051411576099569e-9,0.0,0.0,0.0,49.39151660034424,0.0,0.0,0.0,0.0,0.0,0.0,4.62594676730251e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.15150591007636e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.909883008799692e-9,0.0,0.0,0.0,0.0,0.0,0.0,49.663412017837786
t6,0.27178897145805975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1957115405541915e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0520290688208518e-9,0.0,0.0,0.0,49.0645951056318,0.0,0.0,0.0,0.0,0.0,0.0,4.51409491668651e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.134714337838298e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.900463096638646e-9,0.0,0.0,0.0,0.0,0.0,0.0,49.33638409388687
t7,0.2711845856465966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202626588480282e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0531348411327386e-9,0.0,0.0,0.0,49.81253777961226,0.0,0.0,0.0,0.0,0.0,0.0,4.3922374446250905e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.090535901233392e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.8732501053512205e-9,0.0,0.0,0.0,0.0,0.0,0.0,50.08372238187064
t8,0.2705801473641909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2130440182893245e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.056883268578388e-9,0.0,0.0,0.0,49.220434004299975,0.0,0.0,0.0,0.0,0.0,0.0,4.726314924168086e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.160285920424311e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.860043819093286e-9,0.0,0.0,0.0,0.0,0.0,0.0,49.491014168680735
t9,0.2717704359444824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.230337465459437e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064704682313327e-9,0.0,0.0,0.0,220.5268653265963,0.0,0.0,0.0,0.0,0.0,0.0,4.9239932384593244e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.153037242464376e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.823784797120925e-9,0.0,0.0,0.0,0.0,0.0,0.0,220.79863577973663
t10,0.27221415492256773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236649114603135e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0656048527119413e-9,0.0,0.0,0.0,375.4682904898534,0.0,0.0,0.0,0.0,0.0,0.0,5.0226274661181255e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.188947108479059e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.835678516041193e-9,0.0,0.0,0.0,0.0,0.0,0.0,375.74050466212555
t11,0.2721473718847737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2426673575348482e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066256933167565e-9,0.0,0.0,0.0,508.98597792419685,0.0,0.0,0.0,0.0,0.0,0.0,5.11903009922171e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.21613553135468e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.891742195327368e-9,0.0,0.0,0.0,0.0,0.0,0.0,509.2581253136174
t12,0.27213594149938936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.248764431462251e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0673315423768352e-9,0.0,0.0,0.0,511.93432625158465,0.0,0.0,0.0,0.0,0.0,0.0,5.060702139626609e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.206899099992933e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.943132494050523e-9,0.0,0.0,0.0,0.0,0.0,0.0,512.2064622106109
t13,0.2721785465259428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.255199855488864e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069066865692226e-9,0.0,0.0,0.0,408.08853771132254,0.0,0.0,0.0,0.0,0.0,0.0,4.889976525609702e-9,0.0,0.0,0.0,0.0,0.0,0.0,4.1750320333242726e-9,0.0,0.0,0.0,0.0,0.0,0.0,3.964784248084469e-9,0.0,0.0,0.0,0.0,0.0,0.0,408.36071627520255
