Zone,1,2,3,4,Total
AnnualSum,823.4871622798586,3.3426874579516927e-6,1.8494953564236748e-7,1.5623572365598583e-7,823.4871659637313
t1,823.4871833650449,2.4476404602621447e-6,1.9237330453420858e-7,1.4869853127060725e-7,823.4871861537571
t2,823.4871621549764,2.4473460831292016e-6,1.9126648371342072e-7,1.561948559452981e-7,823.4871649497838
t3,823.4871621538864,2.4336563513695616e-6,1.8843568056156906e-7,1.5675795734462688e-7,823.4871649327365
t4,823.4871621536623,2.42232326706642e-6,1.8673169911298326e-7,1.5676443795697262e-7,823.4871649194818
t5,823.4871621535766,2.416400731780081e-6,1.8578159664117888e-7,1.5672116735929794e-7,823.4871649124801
t6,823.4871621535417,2.4149480611831e-6,1.8530682146392078e-7,1.5670393543302987e-7,823.4871649105005
t7,823.487162153525,2.417940424755879e-6,1.8510758330772433e-7,1.5669706914536637e-7,823.4871649132701
t8,823.4871621534447,2.4279495155239253e-6,1.8494675955220258e-7,1.5661303963596558e-7,823.4871649229541
t9,823.4871621532673,2.438430297016478e-6,1.847502169594191e-7,1.564355638782916e-7,823.4871649328834
t10,823.4871621532939,2.439847273302615e-6,1.8474122852394396e-7,1.5645910358263795e-7,823.4871649343415
t11,823.4871621532975,2.435464933077406e-6,1.8473153414394483e-7,1.5646990232221598e-7,823.4871649299639
t12,823.4871621532977,2.421739131042878e-6,1.847254690547472e-7,1.5647275697188774e-7,823.4871649162351
t13,823.487162153296,2.3953351574426515e-6,1.847137500027821e-7,1.5646182068829905e-7,823.4871648898068
t14,823.4871621532922,2.3532974286685283e-6,1.8468818283722885e-7,1.5643082518009028e-7,823.4871648477085
t15,823.4871621532941,2.2912105874833565e-6,1.8462120258783987e-7,1.5636446409398217e-7,823.4871647854902
t16,823.4871621533497,2.2103584833426946e-6,1.8447889212771118e-7,1.5628101323500515e-7,823.487164704468
t17,823.4871621536873,2.148412490716972e-6,1.8443449068679115e-7,1.5645184720300222e-7,823.4871646429862
t18,823.4871621536664,2.163584644820442e-6,1.841025778938692e-7,1.5628474002968883e-7,823.4871646576383
t19,823.4871621536473,2.203841228818667e-6,1.8387713357279886e-7,1.5620812078232458e-7,823.4871646975737
t20,823.4871621536406,2.2412372961229947e-6,1.8377639754798701e-7,1.5618060942564358e-7,823.4871647348349
t21,823.4871621536381,2.2809131276172582e-6,1.837393992649694e-7,1.5616434638636384e-7,823.487164774455
t22,823.4871621536363,2.348343449268074e-6,1.8377079400304853e-7,1.5616217260073385e-7,823.4871648419127
t23,823.4871621536355,2.424288418331861e-6,1.838458164029993e-7,1.561624282838224e-7,823.4871649179321
t24,823.4871621536356,2.4811990690252585e-6,1.8390152102476498e-7,1.561635128223307e-7,823.4871649748998
t25,823.4871621536363,2.5283230445483058e-6,1.8393492987922977e-7,1.561650122463719e-7,823.4871650220593
t26,823.4871621536369,2.5697409216453767e-6,1.8395412354213505e-7,1.5616603414490107e-7,823.487165063498
t27,823.4871621536371,2.6059750831782535e-6,1.839629676591755e-7,1.5616603165787729e-7,823.4871650997411
t28,823.4871621536367,2.634403615992635e-6,1.8396124413117078e-7,1.5616475759569176e-7,823.4871651281663
t29,823.4871621536355,2.657824518892639e-6,1.8394695230610755e-7,1.56162792379376e-7,823.4871651515698
t30,823.4871621536338,2.6805779283885694e-6,1.8391045219592495e-7,1.5616158583571158e-7,823.4871651742837
t31,823.4871621536304,2.710980248555523e-6,1.838413002668759e-7,1.5616262039204146e-7,823.4871652046145
t32,823.4871621536153,2.7469714647979393e-6,1.8379200057917387e-7,1.5616869504270037e-7,823.4871652405475
t33,823.4871621533498,2.8139010928687682e-6,1.837891738161603e-7,1.5598852006007773e-7,823.4871653070287
t34,823.4871621533796,2.8389485323299243e-6,1.838071175857724e-7,1.5600080258799867e-7,823.4871653321361
t35,823.4871621533839,2.863625939203124e-6,1.8380559546609204e-7,1.5600849175089054e-7,823.4871653568239
t36,823.4871621533881,2.9039589001750873e-6,1.8383002134670104e-7,1.5601420543003573e-7,823.4871653971912
t37,823.4871621534114,2.9169414757095982e-6,1.838729159228331e-7,1.5604106807105878e-7,823.4871654102669
t38,823.4871621536877,2.859526694600231e-6,1.8400653617781477e-7,1.5630402064886463e-7,823.487165353525
t39,823.48716215364,2.820639782016203e-6,1.838761091091096e-7,1.5618692502071174e-7,823.4871653143429
t40,823.4871621536374,2.792004041980304e-6,1.839572544073311e-7,1.561891829663443e-7,823.4871652857879
t41,823.4871621536373,2.782566077277641e-6,1.839895926360146e-7,1.561925948249541e-7,823.4871652763857
t42,823.4871621536372,2.799400869036769e-6,1.8407328013430527e-7,1.5619922664566683e-7,823.4871652933106
t43,823.4871621536366,2.823960238700452e-6,1.841802530041078e-7,1.5620559572379611e-7,823.4871653179828
t44,823.4871621536379,2.846463030797872e-6,1.8423675787959128e-7,1.562130617567973e-7,823.4871653405509
t45,823.4871621536398,2.8693156374517698e-6,1.842613645968273e-7,1.5622012327174786e-7,823.4871653634369
t46,823.4871621536414,2.911370805497466e-6,1.842735997178311e-7,1.562264156734969e-7,823.4871654055122
t47,823.4871621536428,2.9715710511851557e-6,1.8428321909307945e-7,1.5623146992000534e-7,823.4871654657285
t48,823.4871621536439,3.0162324632864506e-6,1.842916836198284e-7,1.5623546694648035e-7,823.4871655104035
t49,823.487162153645,3.04376697542592e-6,1.8429831582874027e-7,1.5623870155994122e-7,823.487165537949
t50,823.487162153646,3.0657598431786867e-6,1.8430325088443547e-7,1.5624103589224423e-7,823.4871655599502
t51,823.4871621536464,3.0722060087078707e-6,1.843055212529157e-7,1.5624251523743384e-7,823.4871655664006
t52,823.4871621536465,3.055906957657566e-6,1.8430104979402342e-7,1.5624297065052972e-7,823.4871655500975
t53,823.4871621536455,3.0334898391845184e-6,1.8428755809605536e-7,1.562422586708061e-7,823.4871655276652
t54,823.4871621536436,3.000335094368059e-6,1.8426440281193954e-7,1.5624027497954439e-7,823.4871654944834
t55,823.4871621536396,2.9674086217374946e-6,1.842307986271111e-7,1.562355453885069e-7,823.4871654615145
