Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
t1,0.2946838703175038,5.664428641307473,0.0,0.0,0.0,0.0,0.0,32.26924263695205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2744887326239176,40.35288196546618,0.0,0.0,0.0,0.0,0.0,0.0,4.191045960065802,0.0,0.0,0.0,0.0001854587667395918,0.0,0.0,0.0,0.0,0.0,0.0,0.0016218878540418824,0.0,0.0,0.0,0.0,0.0,0.0,0.00019007661543841617,0.0,0.0,0.0,0.0,0.0,0.0,78632.53137444974,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.29152205594458375,5.354899314055617,0.0,0.0,0.0,0.0,0.0,30.387763635430716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2597631837141015,37.98195233360424,0.0,0.0,0.0,0.0,0.0,0.0,4.190230028876681,0.0,0.0,0.0,0.00018295067901530847,0.0,0.0,0.0,0.0,0.0,0.0,0.0015972556663690642,0.0,0.0,0.0,0.0,0.0,0.0,0.00018744843907861553,0.0,0.0,0.0,0.0,0.0,0.0,77765.2673407135,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.2888829388418059,5.164326047505129,0.0,0.0,0.0,0.0,0.0,29.22851098372421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2477255203241735,36.51939302005138,0.0,0.0,0.0,0.0,0.0,0.0,4.190193174229795,0.0,0.0,0.0,0.00018099371559701028,0.0,0.0,0.0,0.0,0.0,0.0,0.0015775006739659316,0.0,0.0,0.0,0.0,0.0,0.0,0.0001853558786267767,0.0,0.0,0.0,0.0,0.0,0.0,76956.22678503001,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.2865163323998131,5.030481188736744,0.0,0.0,0.0,0.0,0.0,28.421054639296486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2370507716597525,35.50132718134091,0.0,0.0,0.0,0.0,0.0,0.0,4.190194242171453,0.0,0.0,0.0,0.00017928135064767623,0.0,0.0,0.0,0.0,0.0,0.0,0.001560106078856006,0.0,0.0,0.0,0.0,0.0,0.0,0.0001835414352965088,0.0,0.0,0.0,0.0,0.0,0.0,76211.19774530859,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.28432629879916654,4.93086093696088,0.0,0.0,0.0,0.0,0.0,27.82391305417967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2272490653781198,34.74911401214378,0.0,0.0,0.0,0.0,0.0,0.0,4.19019501277592,0.0,0.0,0.0,0.00017772331034619071,0.0,0.0,0.0,0.0,0.0,0.0,0.0015441929575775546,0.0,0.0,0.0,0.0,0.0,0.0,0.0001818937924102076,0.0,0.0,0.0,0.0,0.0,0.0,75532.34475685708,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.2822640031318517,4.854335214486533,0.0,0.0,0.0,0.0,0.0,27.368738416354145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218071152329764,34.17687384517807,0.0,0.0,0.0,0.0,0.0,0.0,4.190194607310161,0.0,0.0,0.0,0.00017627421412914633,0.0,0.0,0.0,0.0,0.0,0.0,0.001529358414578129,0.0,0.0,0.0,0.0,0.0,0.0,0.0001803594683626331,0.0,0.0,0.0,0.0,0.0,0.0,74953.08940282882,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.2803015190302739,4.7943260609936535,0.0,0.0,0.0,0.0,0.0,27.012867124591406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2093746040780007,33.72988235336436,0.0,0.0,0.0,0.0,0.0,0.0,4.190196003037134,0.0,0.0,0.0,0.00017490335193323414,0.0,0.0,0.0,0.0,0.0,0.0,0.001515243054303706,0.0,0.0,0.0,0.0,0.0,0.0,0.00017890553018955096,0.0,0.0,0.0,0.0,0.0,0.0,74450.3655983988,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.2784174057244761,4.74656798981955,0.0,0.0,0.0,0.0,0.0,26.7303977627756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.201054793375965,33.374784865772085,0.0,0.0,0.0,0.0,0.0,0.0,4.190200699469718,0.0,0.0,0.0,0.00017361607664302846,0.0,0.0,0.0,0.0,0.0,0.0,0.0015018343401740396,0.0,0.0,0.0,0.0,0.0,0.0,0.00017754691169430124,0.0,0.0,0.0,0.0,0.0,0.0,74045.03788631632,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.2765953290155001,4.708184213870134,0.0,0.0,0.0,0.0,0.0,26.503300891162255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1930355125165926,33.09062208350056,0.0,0.0,0.0,0.0,0.0,0.0,4.1902018065128015,0.0,0.0,0.0,0.00017238328865718905,0.0,0.0,0.0,0.0,0.0,0.0,0.0014889403006812156,0.0,0.0,0.0,0.0,0.0,0.0,0.00017624604451738456,0.0,0.0,0.0,0.0,0.0,0.0,73839.79290433983,0.0,0.0,0.0,0.0,0.0,0.0
