Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1,Total
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0
AnnualSum,1.904626439915817e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0256237987583447e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9186099971124385e-9,0.0,0.0,0.0,1.9245616854921693e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9314714768217245e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.003474791876824e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9126170050792527e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3620985195056572e-8
t1,1.925500073386504e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0322108323988607e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9287341962403896e-9,0.0,0.0,0.0,1.930024599630012e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9277039652881133e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9984637809460746e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.915255142031381e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3657892589921336e-8
t2,1.9187025583049914e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0286255273527044e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925860157758521e-9,0.0,0.0,0.0,1.930263649805848e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9274145833731873e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9999604450596224e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9159660126573084e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3646792934312183e-8
t3,1.914953705213569e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02749372108689e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.924502096433156e-9,0.0,0.0,0.0,1.9292553694950516e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.927445235998445e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.0022120011974276e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.916338816829595e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3642200946254133e-8
t4,1.9124844376293772e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0267703202160168e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9236045904786384e-9,0.0,0.0,0.0,1.9278523134760498e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.927548478845073e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.003922836355379e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9165219744135026e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3638704951414037e-8
t5,1.9108719140901997e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0263808152929094e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9230605598112504e-9,0.0,0.0,0.0,1.9267349331782825e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9279890956202075e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.004764683810201e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9166930182530344e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3636495020056085e-8
t6,1.9097845652442205e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0261853197878363e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9227069735514245e-9,0.0,0.0,0.0,1.925932989531632e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9287521848738154e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.004993854940754e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.916713146965703e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3635069034895387e-8
t7,1.9090271801635467e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0259657220961317e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9222541533671414e-9,0.0,0.0,0.0,1.9254501766400935e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.9295790004852216e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.005039180186487e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.916622695307396e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3633938108246018e-8
t8,1.9088438858570563e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.026644711176102e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.922650573687957e-9,0.0,0.0,0.0,1.9263032659583336e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.93126818530758e-9,0.0,0.0,0.0,0.0,0.0,0.0,2.0055037766710344e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.916356289335991e-9,0.0,0.0,0.0,0.0,0.0,0.0,1.3637570687994054e-8
