Resource,East_batteries_1,East_conventional_hydroelectric_1,East_landfill_gas_1,East_natural_gas_internal_combustion_engine_1,East_petroleum_liquids_with_gt_1,East_petroleum_liquids_with_ic_1,East_solar_photovoltaic_1,North_conventional_hydroelectric_1,North_landfill_gas_1,North_natural_gas_internal_combustion_engine_1,North_onshore_wind_turbine_1,North_petroleum_liquids_with_cc_1,North_petroleum_liquids_with_gt_1,North_petroleum_liquids_with_st_1,North_solar_photovoltaic_1,South_batteries_1,South_conventional_hydroelectric_1,South_natural_gas_fired_combined_cycle_1,South_natural_gas_steam_turbine_1,South_onshore_wind_turbine_1,South_petroleum_liquids_with_gt_1,South_petroleum_liquids_with_st_1,South_solar_photovoltaic_1,West_batteries_1,West_petroleum_liquids_with_gt_1,West_petroleum_liquids_with_ic_1,West_solar_photovoltaic_1,East_battery_moderate_0,East_naturalgas_ctavgcf_moderate_0,East_naturalgas_ccavgcf_moderate_0,East_microgrid_solar_moderate_0,East_microgrid_diesel_moderate_0,East_utilitypv_class1_moderate_1,East_landbasedwind_class3_moderate_1,North_battery_moderate_0,North_naturalgas_ctavgcf_moderate_0,North_naturalgas_ccavgcf_moderate_0,North_microgrid_solar_moderate_0,North_microgrid_diesel_moderate_0,North_utilitypv_class1_moderate_1,North_landbasedwind_class3_moderate_1,South_battery_moderate_0,South_naturalgas_ctavgcf_moderate_0,South_naturalgas_ccavgcf_moderate_0,South_microgrid_solar_moderate_0,South_microgrid_diesel_moderate_0,South_utilitypv_class1_moderate_1,South_landbasedwind_class3_moderate_1,West_battery_moderate_0,West_naturalgas_ctavgcf_moderate_0,West_naturalgas_ccavgcf_moderate_0,West_microgrid_solar_moderate_0,West_microgrid_diesel_moderate_0,West_utilitypv_class1_moderate_1,West_landbasedwind_class3_moderate_1
Zone,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
t1,0.2004971433524063,5.604138653199641,0.0,0.0,0.0,0.0,0.0,28.706492443077888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26324681274351,34.97667301119318,0.0,0.0,0.0,0.0,0.0,0.0,2.798517970722517,0.0,0.0,0.0,0.0007531090258599609,0.0,0.0,0.0,0.0,0.0,0.0,0.0007487593762716814,0.0,0.0,0.0,0.0,0.0,0.0,79685.75414555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0006633986744651373,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.20049718344534223,5.141520994662059,0.0,0.0,0.0,0.0,0.0,25.268210368109308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.244233639598773,30.50470455156768,0.0,0.0,0.0,0.0,0.0,0.0,2.7985180030271453,0.0,0.0,0.0,0.00075314905263982,0.0,0.0,0.0,0.0,0.0,0.0,0.0007488005349267026,0.0,0.0,0.0,0.0,0.0,0.0,79684.73598640806,0.0,0.0,0.0,0.0,0.0,0.0,0.0006633737941383702,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.20049722352140834,4.866699296452671,0.0,0.0,0.0,0.0,0.0,24.721305773095388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2296764666309075,30.129380169114757,0.0,0.0,0.0,0.0,0.0,0.0,2.7985180353796855,0.0,0.0,0.0,0.0007531891802429122,0.0,0.0,0.0,0.0,0.0,0.0,0.000748841693639331,0.0,0.0,0.0,0.0,0.0,0.0,79673.93611021481,0.0,0.0,0.0,0.0,0.0,0.0,0.0006633802059158014,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.20049726358328204,4.645438133289087,0.0,0.0,0.0,0.0,0.0,24.583208788671833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2173160683238553,30.263747752539025,0.0,0.0,0.0,0.0,0.0,0.0,2.798518067756505,0.0,0.0,0.0,0.000753229308891642,0.0,0.0,0.0,0.0,0.0,0.0,0.0007488828523529654,0.0,0.0,0.0,0.0,0.0,0.0,79668.03452483591,0.0,0.0,0.0,0.0,0.0,0.0,0.000663399195999933,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.20049730363389692,4.4169894996054175,0.0,0.0,0.0,0.0,0.0,23.937832010271674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2063113235561873,29.670037901865257,0.0,0.0,0.0,0.0,0.0,0.0,2.7985181001451576,0.0,0.0,0.0,0.000753269393104363,0.0,0.0,0.0,0.0,0.0,0.0,0.0007489240113588236,0.0,0.0,0.0,0.0,0.0,0.0,79662.58259753787,0.0,0.0,0.0,0.0,0.0,0.0,0.0006634226508673278,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.20049734367561808,4.177494592343391,0.0,0.0,0.0,0.0,0.0,23.192565049494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1962606811634982,28.93430981118051,0.0,0.0,0.0,0.0,0.0,0.0,2.7985181325377555,0.0,0.0,0.0,0.0007533094187942826,0.0,0.0,0.0,0.0,0.0,0.0,0.0007489651709547002,0.0,0.0,0.0,0.0,0.0,0.0,79659.87185746053,0.0,0.0,0.0,0.0,0.0,0.0,0.0006634453873799843,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.20049738370980918,3.9098817300206288,0.0,0.0,0.0,0.0,0.0,22.43628859442801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.186923417678506,28.22050305932505,0.0,0.0,0.0,0.0,0.0,0.0,2.7985181649284283,0.0,0.0,0.0,0.0007533493847170317,0.0,0.0,0.0,0.0,0.0,0.0,0.0007490063312383326,0.0,0.0,0.0,0.0,0.0,0.0,79657.45533814922,0.0,0.0,0.0,0.0,0.0,0.0,0.0006634693437847075,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.20049742373925097,3.5845296058055562,0.0,0.0,0.0,0.0,0.0,21.47566070135872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1781494804691197,27.278091581413676,0.0,0.0,0.0,0.0,0.0,0.0,2.7985181973155635,0.0,0.0,0.0,0.0007533892881929175,0.0,0.0,0.0,0.0,0.0,0.0,0.0007490474930353868,0.0,0.0,0.0,0.0,0.0,0.0,79656.44799960253,0.0,0.0,0.0,0.0,0.0,0.0,0.0006634945981965714,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.20049746376119726,3.8904391019461726,0.0,0.0,0.0,0.0,0.0,23.30131822819127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1707324064976061,29.562221162529877,0.0,0.0,0.0,0.0,0.0,0.0,2.7985182296933573,0.0,0.0,0.0,0.0007534291484131764,0.0,0.0,0.0,0.0,0.0,0.0,0.0007490886549909552,0.0,0.0,0.0,0.0,0.0,0.0,79656.4132266367,0.0,0.0,0.0,0.0,0.0,0.0,0.000663524498628699,0.0,0.0,0.0,0.0,0.0,0.0
